X(cm),Y(cm),Z(cm),VX(cm/s),VY(cm/s),VZ(cm/s)
101000,36900,3240,31,16,0
104000,36900,3240,38,204,-16
107000,36900,3240,-37,321,-17
110000,36900,3240,-40,384,3
113000,36900,3240,-16,330,23
-26200,39900,3240,-1,308,-4
-23200,39900,3240,-1,329,-1
-20200,39900,3240,0,347,0
-17100,39900,3240,1,430,0
-14100,39900,3240,-1,420,2
-11100,39900,3240,-9,431,6
-8050,39900,3240,-32,353,9
-5030,39900,3240,-45,229,6
-2000,39900,3240,-26,83,2
1030,39900,3240,22,24,1
4050,39900,3240,24,34,-6
7080,39900,3240,-3,125,-7
10100,39900,3240,4,46,-1
13100,39900,3240,-20,55,-1
16200,39900,3240,-35,219,-5
19200,39900,3240,-18,347,6
22200,39900,3240,-9,383,10
25200,39900,3240,-12,355,7
28300,39900,3240,0,0,0
31300,39900,3240,0,0,0
34300,39900,3240,30,134,4
37300,39900,3240,77,165,15
40400,39900,3240,60,92,19
43400,39900,3240,0,0,0
46400,39900,3240,18,47,-13
49400,39900,3240,56,153,-22
52500,39900,3240,25,156,-23
55500,39900,3240,-4,173,-30
58500,39900,3240,-5,191,-32
61600,39900,3240,-5,164,-31
64600,39900,3240,-32,209,-32
67600,39900,3240,-25,253,-21
70600,39900,3240,1,195,-12
73700,39900,3240,1,60,-2
76700,39900,3240,24,76,-13
79700,39900,3240,34,180,-15
82700,39900,3240,20,75,8
85800,39900,3240,-24,119,12
88800,39900,3240,-3,137,9
91800,39900,3240,0,0,0
94800,39900,3240,0,0,0
97900,39900,3240,0,0,0
101000,39900,3240,0,0,0
104000,39900,3240,-44,257,-9
107000,39900,3240,-61,376,-9
110000,39900,3240,-48,369,2
113000,39900,3240,-19,290,20
-26200,42900,3240,-1,321,-1
-23200,42900,3240,2,318,-1
-20200,42900,3240,-2,359,-1
-17100,42900,3240,-6,416,0
-14100,42900,3240,-8,452,3
-11100,42900,3240,-6,413,9
-8050,42900,3240,-8,350,15
-5030,42900,3240,-33,210,18
-2000,42900,3240,-11,20,2
1030,42900,3240,0,0,0
4050,42900,3240,21,33,1
7080,42900,3240,-2,160,2
10100,42900,3240,-24,103,12
13100,42900,3240,-58,79,16
16200,42900,3240,-15,179,9
19200,42900,3240,31,315,18
22200,42900,3240,48,375,20
25200,42900,3240,39,312,17
28300,42900,3240,15,68,4
31300,42900,3240,0,0,0
34300,42900,3240,-25,95,17
37300,42900,3240,-6,75,30
40400,42900,3240,17,38,16
43400,42900,3240,32,36,12
46400,42900,3240,26,74,-14
49400,42900,3240,38,183,-17
52500,42900,3240,33,217,-19
55500,42900,3240,21,223,-22
58500,42900,3240,6,240,-26
61600,42900,3240,-8,259,-28
64600,42900,3240,-14,255,-24
67600,42900,3240,-8,261,-19
70600,42900,3240,4,219,-14
73700,42900,3240,0,49,-9
76700,42900,3240,7,16,-1
79700,42900,3240,54,174,-11
82700,42900,3240,45,156,-20
85800,42900,3240,21,157,-20
88800,42900,3240,48,123,-11
91800,42900,3240,30,44,-14
94800,42900,3240,-17,42,-13
97900,42900,3240,-31,59,-10
101000,42900,3240,-110,91,-11
104000,42900,3240,-130,273,-2
107000,42900,3240,-98,346,-4
110000,42900,3240,-62,333,1
113000,42900,3240,-22,279,21
-26200,46000,3240,0,331,4
-23200,46000,3240,2,332,2
-20200,46000,3240,3,390,-1
-17100,46000,3240,1,416,1
-14100,46000,3240,-1,448,4
-11100,46000,3240,-2,396,7
-8050,46000,3240,1,326,14
-5030,46000,3240,17,190,8
-2000,46000,3240,19,20,1
1030,46000,3240,0,0,0
4050,46000,3240,-43,67,2
7080,46000,3240,-34,96,21
10100,46000,3240,2,83,0
13100,46000,3240,-45,56,3
16200,46000,3240,27,101,25
19200,46000,3240,49,227,32
22200,46000,3240,69,334,28
25200,46000,3240,65,319,23
28300,46000,3240,13,114,4
31300,46000,3240,0,0,0
34300,46000,3240,12,67,2
37300,46000,3240,0,0,0
40400,46000,3240,0,0,0
43400,46000,3240,-1,52,3
46400,46000,3240,4,65,-1
49400,46000,3240,22,196,-8
52500,46000,3240,29,241,-9
55500,46000,3240,30,275,-16
58500,46000,3240,18,295,-22
61600,46000,3240,5,298,-24
64600,46000,3240,1,279,-20
67600,46000,3240,6,287,-19
70600,46000,3240,23,236,-15
73700,46000,3240,20,87,-11
76700,46000,3240,2,38,-16
79700,46000,3240,21,164,-16
82700,46000,3240,51,214,-24
85800,46000,3240,48,186,-23
88800,46000,3240,53,174,-17
91800,46000,3240,24,134,-15
94800,46000,3240,-17,116,-12
97900,46000,3240,-59,127,-12
101000,46000,3240,-109,170,-11
104000,46000,3240,-131,271,-10
107000,46000,3240,-100,315,-3
110000,46000,3240,-60,286,8
113000,46000,3240,-26,262,24
-26200,49000,3240,3,302,7
-23200,49000,3240,7,310,7
-20200,49000,3240,7,366,4
-17100,49000,3240,11,424,3
-14100,49000,3240,14,438,5
-11100,49000,3240,8,376,5
-8050,49000,3240,-13,293,14
-5030,49000,3240,-18,141,26
-2000,49000,3240,0,0,0
1030,49000,3240,-1,52,-4
4050,49000,3240,-22,49,11
7080,49000,3240,0,0,0
10100,49000,3240,10,67,7
13100,49000,3240,23,38,-2
16200,49000,3240,-9,14,5
19200,49000,3240,18,118,43
22200,49000,3240,54,244,36
25200,49000,3240,82,301,20
28300,49000,3240,41,157,6
31300,49000,3240,0,0,0
34300,49000,3240,-7,51,3
37300,49000,3240,20,55,-4
40400,49000,3240,5,20,0
43400,49000,3240,-2,18,-1
46400,49000,3240,-6,51,2
49400,49000,3240,4,172,1
52500,49000,3240,13,234,-6
55500,49000,3240,19,269,-10
58500,49000,3240,16,311,-14
61600,49000,3240,14,320,-16
64600,49000,3240,15,310,-18
67600,49000,3240,20,285,-17
70600,49000,3240,36,241,-19
73700,49000,3240,40,156,-22
76700,49000,3240,11,137,-28
79700,49000,3240,15,191,-26
82700,49000,3240,35,218,-20
85800,49000,3240,44,234,-19
88800,49000,3240,32,204,-14
91800,49000,3240,10,182,-12
94800,49000,3240,-18,163,-9
97900,49000,3240,-56,180,-10
101000,49000,3240,-92,236,-11
104000,49000,3240,-98,274,-9
107000,49000,3240,-79,284,-3
110000,49000,3240,-44,239,8
113000,49000,3240,-20,239,24
-26200,52000,3240,3,287,5
-23200,52000,3240,12,302,9
-20200,52000,3240,13,351,5
-17100,52000,3240,18,396,5
-14100,52000,3240,28,430,6
-11100,52000,3240,35,398,7
-8050,52000,3240,38,286,7
-5030,52000,3240,26,72,1
-2000,52000,3240,-1,4,-3
1030,52000,3240,-26,85,-4
4050,52000,3240,5,48,-9
7080,52000,3240,1,65,-40
10100,52000,3240,0,89,-25
13100,52000,3240,6,120,-28
16200,52000,3240,-13,43,-29
19200,52000,3240,-44,70,1
22200,52000,3240,18,116,21
25200,52000,3240,106,244,11
28300,52000,3240,123,191,1
31300,52000,3240,38,74,-11
34300,52000,3240,-15,36,-5
37300,52000,3240,8,41,3
40400,52000,3240,0,31,0
43400,52000,3240,0,1,0
46400,52000,3240,-8,67,4
49400,52000,3240,-14,168,0
52500,52000,3240,-10,237,-6
55500,52000,3240,1,288,-8
58500,52000,3240,7,326,-9
61600,52000,3240,13,342,-11
64600,52000,3240,25,345,-14
67600,52000,3240,34,307,-15
70600,52000,3240,40,266,-18
73700,52000,3240,39,228,-22
76700,52000,3240,24,211,-23
79700,52000,3240,13,220,-19
82700,52000,3240,19,241,-15
85800,52000,3240,26,259,-12
88800,52000,3240,20,257,-9
91800,52000,3240,3,214,-6
94800,52000,3240,-20,213,-6
97900,52000,3240,-44,236,-4
101000,52000,3240,-60,256,-4
104000,52000,3240,-61,270,-4
107000,52000,3240,-47,259,-4
110000,52000,3240,-26,215,-1
113000,52000,3240,-16,202,12
-26200,55000,3240,-1,267,-9
-23200,55000,3240,4,260,0
-20200,55000,3240,10,324,4
-17100,55000,3240,19,384,8
-14100,55000,3240,40,393,7
-11100,55000,3240,67,367,4
-8050,55000,3240,85,272,-5
-5030,55000,3240,73,135,-12
-2000,55000,3240,28,89,-20
1030,55000,3240,8,104,-23
4050,55000,3240,-2,83,-25
7080,55000,3240,-3,133,-30
10100,55000,3240,-1,153,-30
13100,55000,3240,-4,176,-28
16200,55000,3240,-9,140,-32
19200,55000,3240,-17,76,-33
22200,55000,3240,0,0,0
25200,55000,3240,78,157,2
28300,55000,3240,97,217,-3
31300,55000,3240,70,170,-6
34300,55000,3240,42,76,-3
37300,55000,3240,-19,71,-26
40400,55000,3240,-14,79,-36
43400,55000,3240,-18,68,-32
46400,55000,3240,-36,117,-31
49400,55000,3240,-37,184,-14
52500,55000,3240,-25,234,-9
55500,55000,3240,-15,276,-5
58500,55000,3240,-6,303,-3
61600,55000,3240,5,347,-3
64600,55000,3240,19,311,-4
67600,55000,3240,31,282,-5
70600,55000,3240,38,266,-7
73700,55000,3240,37,257,-9
76700,55000,3240,27,247,-13
79700,55000,3240,13,252,-11
82700,55000,3240,5,253,-9
85800,55000,3240,7,257,-4
88800,55000,3240,4,228,-1
91800,55000,3240,-4,233,0
94800,55000,3240,-17,242,2
97900,55000,3240,-30,257,3
101000,55000,3240,-31,245,4
104000,55000,3240,-32,260,3
107000,55000,3240,-22,250,2
110000,55000,3240,-15,231,4
113000,55000,3240,-11,207,8
-26200,58000,3240,0,269,-16
-23200,58000,3240,-5,272,-13
-20200,58000,3240,-4,344,-1
-17100,58000,3240,13,360,8
-14100,58000,3240,39,358,10
-11100,58000,3240,67,328,3
-8050,58000,3240,81,282,-4
-5030,58000,3240,76,219,-11
-2000,58000,3240,48,175,-16
1030,58000,3240,25,172,-22
4050,58000,3240,4,171,-25
7080,58000,3240,-3,179,-22
10100,58000,3240,2,192,-21
13100,58000,3240,8,215,-24
16200,58000,3240,16,202,-29
19200,58000,3240,31,131,-31
22200,58000,3240,10,15,-5
25200,58000,3240,-25,107,-5
28300,58000,3240,23,205,-8
31300,58000,3240,50,204,-8
34300,58000,3240,33,142,-7
37300,58000,3240,-9,140,-18
40400,58000,3240,-27,141,-24
43400,58000,3240,-34,145,-24
46400,58000,3240,-39,174,-20
49400,58000,3240,-35,213,-13
52500,58000,3240,-28,244,-7
55500,58000,3240,-23,281,-3
58500,58000,3240,-13,320,1
61600,58000,3240,-1,342,5
64600,58000,3240,11,309,7
67600,58000,3240,23,297,7
70600,58000,3240,28,274,5
73700,58000,3240,29,284,2
76700,58000,3240,18,276,-2
79700,58000,3240,10,276,-3
82700,58000,3240,3,262,-1
85800,58000,3240,2,262,2
88800,58000,3240,0,248,3
91800,58000,3240,-7,245,6
94800,58000,3240,-14,245,9
97900,58000,3240,-17,260,11
101000,58000,3240,-13,245,13
104000,58000,3240,-8,236,10
107000,58000,3240,-4,212,5
110000,58000,3240,-5,212,3
113000,58000,3240,-2,189,6
-26200,61000,3240,-6,277,-17
-23200,61000,3240,-8,315,-12
-20200,61000,3240,-4,334,-7
-17100,61000,3240,12,324,-6
-14100,61000,3240,22,318,-7
-11100,61000,3240,37,314,-6
-8050,61000,3240,49,279,-5
-5030,61000,3240,49,234,-5
-2000,61000,3240,38,217,-9
1030,61000,3240,23,228,-16
4050,61000,3240,11,216,-17
7080,61000,3240,6,204,-16
10100,61000,3240,7,226,-18
13100,61000,3240,13,249,-21
16200,61000,3240,31,229,-23
19200,61000,3240,48,176,-19
22200,61000,3240,23,110,-13
25200,61000,3240,-26,135,-11
28300,61000,3240,-19,189,-10
31300,61000,3240,12,201,-4
34300,61000,3240,12,180,-4
37300,61000,3240,-5,184,-11
40400,61000,3240,-19,199,-17
43400,61000,3240,-22,188,-16
46400,61000,3240,-25,216,-17
49400,61000,3240,-24,233,-14
52500,61000,3240,-26,263,-9
55500,61000,3240,-23,286,-5
58500,61000,3240,-11,311,-1
61600,61000,3240,3,292,5
64600,61000,3240,10,286,11
67600,61000,3240,14,279,11
70600,61000,3240,14,266,10
73700,61000,3240,9,284,4
76700,61000,3240,4,288,-1
79700,61000,3240,4,292,-3
82700,61000,3240,5,269,0
85800,61000,3240,6,254,3
88800,61000,3240,4,238,3
91800,61000,3240,-5,241,2
94800,61000,3240,-10,219,4
97900,61000,3240,-7,220,8
101000,61000,3240,-2,208,9
104000,61000,3240,3,215,6
107000,61000,3240,3,215,2
110000,61000,3240,0,196,4
113000,61000,3240,3,186,3
-26200,64100,3240,-6,278,-30
-23200,64100,3240,-6,277,-33
-20200,64100,3240,5,341,-40
-17100,64100,3240,12,355,-41
-14100,64100,3240,7,342,-38
-11100,64100,3240,7,328,-39
-8050,64100,3240,19,259,-26
-5030,64100,3240,27,243,-24
-2000,64100,3240,18,223,-25
1030,64100,3240,15,254,-31
4050,64100,3240,7,236,-31
7080,64100,3240,7,230,-29
10100,64100,3240,4,260,-35
13100,64100,3240,8,258,-32
16200,64100,3240,26,249,-32
19200,64100,3240,30,206,-33
22200,64100,3240,20,180,-30
25200,64100,3240,-3,196,-30
28300,64100,3240,-11,192,-26
31300,64100,3240,-6,161,-17
34300,64100,3240,1,183,-16
37300,64100,3240,-2,202,-25
40400,64100,3240,-6,206,-29
43400,64100,3240,-8,215,-29
46400,64100,3240,-14,236,-31
49400,64100,3240,-16,256,-34
52500,64100,3240,-15,260,-31
55500,64100,3240,-14,289,-27
58500,64100,3240,-6,278,-22
61600,64100,3240,8,285,-19
64600,64100,3240,10,260,-18
67600,64100,3240,6,269,-16
70600,64100,3240,2,262,-15
73700,64100,3240,-4,272,-19
76700,64100,3240,-3,285,-24
79700,64100,3240,4,273,-24
82700,64100,3240,6,234,-20
85800,64100,3240,7,241,-23
88800,64100,3240,2,251,-24
91800,64100,3240,-2,251,-23
94800,64100,3240,-5,223,-21
97900,64100,3240,-5,198,-18
101000,64100,3240,-1,185,-16
104000,64100,3240,2,197,-16
107000,64100,3240,6,234,-23
110000,64100,3240,3,177,-16
113000,64100,3240,2,183,-12
-26200,67100,3240,6,296,-33
-23200,67100,3240,-3,305,-57
-20200,67100,3240,0,322,-59
-17100,67100,3240,8,345,-61
-14100,67100,3240,-1,356,-57
-11100,67100,3240,-1,309,-55
-8050,67100,3240,7,255,-51
-5030,67100,3240,13,246,-52
-2000,67100,3240,3,246,-47
1030,67100,3240,4,254,-48
4050,67100,3240,5,246,-45
7080,67100,3240,1,238,-45
10100,67100,3240,-1,252,-43
13100,67100,3240,3,247,-41
16200,67100,3240,7,242,-39
19200,67100,3240,8,210,-38
22200,67100,3240,7,202,-38
25200,67100,3240,5,205,-36
28300,67100,3240,3,220,-34
31300,67100,3240,-3,182,-32
34300,67100,3240,-3,173,-32
37300,67100,3240,-4,207,-37
40400,67100,3240,-3,213,-36
43400,67100,3240,-1,220,-36
46400,67100,3240,-5,228,-40
49400,67100,3240,-7,252,-43
52500,67100,3240,-6,273,-45
55500,67100,3240,-3,262,-42
58500,67100,3240,-2,239,-37
61600,67100,3240,2,254,-38
64600,67100,3240,3,261,-40
67600,67100,3240,2,247,-35
70600,67100,3240,1,247,-33
73700,67100,3240,-6,267,-35
76700,67100,3240,-2,264,-40
79700,67100,3240,7,259,-43
82700,67100,3240,5,253,-38
85800,67100,3240,1,242,-37
88800,67100,3240,0,259,-38
91800,67100,3240,-1,239,-39
94800,67100,3240,0,216,-38
97900,67100,3240,0,203,-39
101000,67100,3240,0,211,-44
104000,67100,3240,0,203,-43
107000,67100,3240,2,234,-43
110000,67100,3240,-2,210,-37
113000,67100,3240,-8,201,-22
-26500,-72000,4410,16,914,88
-24100,-72000,4410,5,927,109
-21700,-72000,4410,0,935,141
-19300,-72000,4410,-5,934,143
-16900,-72000,4410,-3,957,133
-14500,-72000,4410,-4,961,160
-12100,-72000,4410,-6,967,140
-9640,-72000,4410,-9,966,152
-7230,-72000,4410,-8,965,147
-4820,-72000,4410,-9,972,154
-2410,-72000,4410,-13,968,159
2,-72000,4410,-16,969,166
2410,-72000,4410,-16,969,165
4820,-72000,4410,-20,972,173
7230,-72000,4410,-24,965,169
9640,-72000,4410,-29,960,173
12100,-72000,4410,-36,953,187
14500,-72000,4410,-37,946,174
16900,-72000,4410,-56,958,182
19300,-72000,4410,-60,942,182
21700,-72000,4410,-68,930,223
24100,-72000,4410,-56,932,197
26500,-72000,4410,-48,921,216
28900,-72000,4410,-23,928,150
31300,-72000,4410,-15,943,158
33800,-72000,4410,-9,964,161
36200,-72000,4410,-6,969,158
38600,-72000,4410,-4,968,148
41000,-72000,4410,-4,960,157
43400,-72000,4410,-1,961,155
45800,-72000,4410,0,972,173
48200,-72000,4410,-3,970,170
50600,-72000,4410,-3,957,150
53000,-72000,4410,-2,956,147
55400,-72000,4410,0,964,161
57900,-72000,4410,3,968,157
60300,-72000,4410,5,967,150
62700,-72000,4410,7,969,157
65100,-72000,4410,7,969,165
67500,-72000,4410,4,971,149
69900,-72000,4410,6,975,169
72300,-72000,4410,4,977,148
74700,-72000,4410,1,974,146
77100,-72000,4410,-2,972,158
79600,-72000,4410,-2,972,155
82000,-72000,4410,-2,971,142
84400,-72000,4410,-2,975,153
86800,-72000,4410,0,972,161
89200,-72000,4410,1,969,185
91600,-72000,4410,3,966,133
94000,-72000,4410,5,953,152
96400,-72000,4410,5,949,153
98800,-72000,4410,4,963,148
101000,-72000,4410,4,966,137
104000,-72000,4410,3,965,128
106000,-72000,4410,-2,955,154
108000,-72000,4410,-9,946,145
111000,-72000,4410,-9,928,120
113000,-72000,4410,-16,934,91
-26500,-69600,4410,37,797,173
-24100,-69600,4410,41,804,178
-21700,-69600,4410,22,792,173
-19300,-69600,4410,1,813,188
-16900,-69600,4410,-3,868,206
-14500,-69600,4410,-3,871,224
-12100,-69600,4410,-12,879,214
-9640,-69600,4410,-19,879,226
-7230,-69600,4410,-16,885,229
-4820,-69600,4410,-20,893,231
-2410,-69600,4410,-27,898,226
2,-69600,4410,-34,901,227
2410,-69600,4410,-35,901,225
4820,-69600,4410,-40,893,229
7230,-69600,4410,-45,885,215
9640,-69600,4410,-57,865,206
12100,-69600,4410,-79,865,208
14500,-69600,4410,-96,859,213
16900,-69600,4410,-123,858,218
19300,-69600,4410,-154,833,245
21700,-69600,4410,-163,790,257
24100,-69600,4410,-138,766,271
26500,-69600,4410,-91,767,259
28900,-69600,4410,-51,769,232
31300,-69600,4410,-31,817,238
33800,-69600,4410,-16,865,239
36200,-69600,4410,-5,879,234
38600,-69600,4410,-2,889,232
41000,-69600,4410,1,871,228
43400,-69600,4410,-7,856,194
45800,-69600,4410,-12,877,228
48200,-69600,4410,-10,894,245
50600,-69600,4410,-5,866,209
53000,-69600,4410,-8,844,210
55400,-69600,4410,-1,868,226
57900,-69600,4410,9,873,234
60300,-69600,4410,13,876,224
62700,-69600,4410,12,876,232
65100,-69600,4410,12,886,233
67500,-69600,4410,12,902,233
69900,-69600,4410,14,914,219
72300,-69600,4410,11,920,219
74700,-69600,4410,4,919,214
77100,-69600,4410,-5,913,216
79600,-69600,4410,-10,899,227
82000,-69600,4410,-7,893,218
84400,-69600,4410,-5,899,225
86800,-69600,4410,-1,901,229
89200,-69600,4410,6,896,219
91600,-69600,4410,12,880,212
94000,-69600,4410,14,858,207
96400,-69600,4410,8,845,179
98800,-69600,4410,5,869,209
101000,-69600,4410,8,880,207
104000,-69600,4410,4,865,206
106000,-69600,4410,-9,860,205
108000,-69600,4410,-24,818,193
111000,-69600,4410,-42,770,178
113000,-69600,4410,-40,784,192
-26500,-67200,4410,44,640,167
-24100,-67200,4410,75,694,172
-21700,-67200,4410,60,704,120
-19300,-67200,4410,32,739,104
-16900,-67200,4410,12,755,103
-14500,-67200,4410,3,771,102
-12100,-67200,4410,-6,785,106
-9640,-67200,4410,-17,779,101
-7230,-67200,4410,-23,775,103
-4820,-67200,4410,-31,801,106
-2410,-67200,4410,-38,812,113
2,-67200,4410,-45,812,114
2410,-67200,4410,-46,785,106
4820,-67200,4410,-58,796,104
7230,-67200,4410,-71,787,101
9640,-67200,4410,-93,792,100
12100,-67200,4410,-112,787,108
14500,-67200,4410,-133,770,111
16900,-67200,4410,-170,768,122
19300,-67200,4410,-210,719,143
21700,-67200,4410,-227,615,168
24100,-67200,4410,-185,542,194
26500,-67200,4410,-113,552,195
28900,-67200,4410,-53,598,172
31300,-67200,4410,-27,675,166
33800,-67200,4410,-2,715,152
36200,-67200,4410,12,740,133
38600,-67200,4410,12,762,127
41000,-67200,4410,8,768,120
43400,-67200,4410,-8,765,115
45800,-67200,4410,-23,763,121
48200,-67200,4410,-26,753,122
50600,-67200,4410,-17,727,113
53000,-67200,4410,-11,740,121
55400,-67200,4410,2,746,128
57900,-67200,4410,19,729,119
60300,-67200,4410,23,759,121
62700,-67200,4410,19,754,112
65100,-67200,4410,17,765,112
67500,-67200,4410,17,781,115
69900,-67200,4410,17,804,115
72300,-67200,4410,14,817,117
74700,-67200,4410,7,821,119
77100,-67200,4410,-5,810,116
79600,-67200,4410,-16,778,110
82000,-67200,4410,-14,766,110
84400,-67200,4410,-8,774,110
86800,-67200,4410,1,792,112
89200,-67200,4410,10,795,116
91600,-67200,4410,16,781,106
94000,-67200,4410,19,757,100
96400,-67200,4410,15,732,88
98800,-67200,4410,12,780,106
101000,-67200,4410,9,768,100
104000,-67200,4410,-3,778,103
106000,-67200,4410,-21,783,114
108000,-67200,4410,-42,728,112
111000,-67200,4410,-70,647,136
113000,-67200,4410,-63,635,186
-26500,-64800,4410,57,567,175
-24100,-64800,4410,90,615,168
-21700,-64800,4410,84,626,103
-19300,-64800,4410,63,662,67
-16900,-64800,4410,38,698,52
-14500,-64800,4410,16,711,46
-12100,-64800,4410,-1,723,46
-9640,-64800,4410,-16,711,44
-7230,-64800,4410,-32,724,46
-4820,-64800,4410,-41,714,50
-2410,-64800,4410,-50,724,48
2,-64800,4410,-61,727,47
2410,-64800,4410,-71,730,47
4820,-64800,4410,-81,720,49
7230,-64800,4410,-101,735,44
9640,-64800,4410,-122,723,45
12100,-64800,4410,-137,703,51
14500,-64800,4410,-146,671,57
16900,-64800,4410,-172,687,70
19300,-64800,4410,-196,641,86
21700,-64800,4410,-167,434,93
24100,-64800,4410,-156,334,130
26500,-64800,4410,-111,262,144
28900,-64800,4410,-46,358,146
31300,-64800,4410,-14,461,137
33800,-64800,4410,27,545,116
36200,-64800,4410,35,622,100
38600,-64800,4410,24,671,90
41000,-64800,4410,5,681,80
43400,-64800,4410,-15,691,77
45800,-64800,4410,-33,679,76
48200,-64800,4410,-40,640,80
50600,-64800,4410,-36,635,84
53000,-64800,4410,-17,616,89
55400,-64800,4410,12,605,91
57900,-64800,4410,33,622,90
60300,-64800,4410,39,656,87
62700,-64800,4410,34,667,81
65100,-64800,4410,27,675,74
67500,-64800,4410,20,685,69
69900,-64800,4410,14,692,70
72300,-64800,4410,11,692,74
74700,-64800,4410,6,699,75
77100,-64800,4410,-4,719,75
79600,-64800,4410,-16,686,62
82000,-64800,4410,-18,661,56
84400,-64800,4410,-11,668,59
86800,-64800,4410,1,685,65
89200,-64800,4410,13,689,68
91600,-64800,4410,22,686,64
94000,-64800,4410,28,671,57
96400,-64800,4410,28,670,52
98800,-64800,4410,23,695,56
101000,-64800,4410,13,703,56
104000,-64800,4410,-3,715,60
106000,-64800,4410,-21,707,70
108000,-64800,4410,-44,639,74
111000,-64800,4410,-77,595,114
113000,-64800,4410,-59,540,148
-26500,-62400,4410,52,508,160
-24100,-62400,4410,86,557,154
-21700,-62400,4410,85,547,88
-19300,-62400,4410,68,598,54
-16900,-62400,4410,46,630,40
-14500,-62400,4410,26,671,36
-12100,-62400,4410,1,669,31
-9640,-62400,4410,-18,661,29
-7230,-62400,4410,-38,667,28
-4820,-62400,4410,-51,669,29
-2410,-62400,4410,-63,669,31
2,-62400,4410,-76,661,29
2410,-62400,4410,-95,672,28
4820,-62400,4410,-99,660,29
7230,-62400,4410,-116,682,27
9640,-62400,4410,-126,659,23
12100,-62400,4410,-139,635,21
14500,-62400,4410,-147,627,26
16900,-62400,4410,-141,622,26
19300,-62400,4410,-110,520,8
21700,-62400,4410,-66,290,-17
24100,-62400,4410,-97,249,-1
26500,-62400,4410,0,0,0
28900,-62400,4410,-68,167,94
31300,-62400,4410,4,251,97
33800,-62400,4410,61,384,85
36200,-62400,4410,47,516,82
38600,-62400,4410,19,578,79
41000,-62400,4410,-12,576,69
43400,-62400,4410,-28,578,69
45800,-62400,4410,-38,587,75
48200,-62400,4410,-45,554,76
50600,-62400,4410,-47,490,80
53000,-62400,4410,-24,447,78
55400,-62400,4410,19,444,84
57900,-62400,4410,51,505,90
60300,-62400,4410,52,561,97
62700,-62400,4410,39,569,89
65100,-62400,4410,26,583,81
67500,-62400,4410,15,599,72
69900,-62400,4410,9,612,66
72300,-62400,4410,7,600,61
74700,-62400,4410,2,629,63
77100,-62400,4410,-5,628,61
79600,-62400,4410,-14,596,56
82000,-62400,4410,-19,558,51
84400,-62400,4410,-14,555,54
