Length Units,centimeter
Node,X(cm),Y(cm),Z(cm),VX(cm/s),VY(cm/s),VZ(cm/s),(1) 속도 크기 - cm/s
16,1.9185416e+04,-7.1696563e+04,1.7300000e+04,-6.0831001e+01,9.3715991e+02,-6.1849775e+00,9.3915247e+02
17,2.2211721e+04,-7.1696563e+04,1.7300000e+04,-6.0592842e+01,9.2517957e+02,-4.5824971e+00,9.2717297e+02
18,2.5238025e+04,-7.1696563e+04,1.7300000e+04,-6.4422981e+01,9.3999707e+02,2.1754766e-01,9.4220215e+02
19,2.8264330e+04,-7.1696563e+04,1.7300000e+04,-4.8852150e+01,9.3433563e+02,-3.1528976e+00,9.3561719e+02
20,3.1290635e+04,-7.1696563e+04,1.7300000e+04,-3.1174019e+01,9.4583167e+02,-4.8430028e+00,9.4635767e+02
21,3.4316938e+04,-7.1696563e+04,1.7300000e+04,-1.9111917e+01,9.3322699e+02,-1.1360979e+00,9.3342334e+02
22,3.7343242e+04,-7.1696563e+04,1.7300000e+04,-7.8645849e+00,9.4774365e+02,-8.1669134e-01,9.4777661e+02
23,4.0369547e+04,-7.1696563e+04,1.7300000e+04,-6.1967630e+00,9.3106714e+02,-6.7556014e+00,9.3111224e+02
24,4.3395852e+04,-7.1696563e+04,1.7300000e+04,-5.5456471e+00,9.4905908e+02,-6.7730293e+00,9.4909943e+02
25,4.6422156e+04,-7.1696563e+04,1.7300000e+04,-6.8437376e+00,9.3379907e+02,-7.9711866e+00,9.3385815e+02
26,4.9448461e+04,-7.1696563e+04,1.7300000e+04,-5.6228070e+00,9.3411023e+02,-9.1310959e+00,9.3417181e+02
27,5.2474766e+04,-7.1696563e+04,1.7300000e+04,-2.1842959e+00,9.3471460e+02,-9.2678480e+00,9.3476306e+02
28,5.5501070e+04,-7.1696563e+04,1.7300000e+04,2.9448323e+00,9.1765601e+02,-8.3546047e+00,9.1769879e+02
29,5.8527375e+04,-7.1696563e+04,1.7300000e+04,3.6899655e+00,9.2414850e+02,-6.1971946e+00,9.2417664e+02
30,6.1553680e+04,-7.1696563e+04,1.7300000e+04,4.7266035e+00,9.2987512e+02,-4.6142216e+00,9.2989856e+02
31,6.4579984e+04,-7.1696563e+04,1.7300000e+04,4.0531373e+00,9.3324493e+02,-5.8499327e+00,9.3327209e+02
32,6.7606289e+04,-7.1696563e+04,1.7300000e+04,1.8023986e+00,9.4356195e+02,-6.1340523e+00,9.4358362e+02
33,7.0632594e+04,-7.1696563e+04,1.7300000e+04,8.3300453e-01,9.3922174e+02,-8.4920025e+00,9.3926050e+02
34,7.3658898e+04,-7.1696563e+04,1.7300000e+04,-1.7152265e-01,9.3353430e+02,-1.1147251e+01,9.3360083e+02
35,7.6685203e+04,-7.1696563e+04,1.7300000e+04,-1.3945686e+00,9.5141992e+02,-7.8526258e+00,9.5145337e+02
36,7.9711500e+04,-7.1696563e+04,1.7300000e+04,-1.9836749e+00,9.3948230e+02,-9.2303591e+00,9.3952972e+02
37,8.2737805e+04,-7.1696563e+04,1.7300000e+04,-1.8965995e+00,9.3982202e+02,-9.2617092e+00,9.3986957e+02
38,8.5764109e+04,-7.1696563e+04,1.7300000e+04,4.1550618e-01,9.3570605e+02,-1.3310568e+01,9.3580084e+02
39,8.8790414e+04,-7.1696563e+04,1.7300000e+04,2.5672250e+00,9.4133820e+02,-8.5832672e+00,9.4138086e+02
40,9.1816719e+04,-7.1696563e+04,1.7300000e+04,3.3712392e+00,9.4734399e+02,-7.5245600e+00,9.4737988e+02
41,9.4843023e+04,-7.1696563e+04,1.7300000e+04,2.2023544e+00,9.1753687e+02,-9.1377573e+00,9.1758502e+02
42,9.7869328e+04,-7.1696563e+04,1.7300000e+04,5.7503462e-01,9.3079669e+02,-1.0135151e+01,9.3085205e+02
43,1.0089563e+05,-7.1696563e+04,1.7300000e+04,-1.1472085e+00,9.4265045e+02,-8.4589195e+00,9.4268909e+02
44,1.0392194e+05,-7.1696563e+04,1.7300000e+04,-5.5254965e+00,9.4533087e+02,-1.1102077e+01,9.4541217e+02
45,1.0694823e+05,-7.1696563e+04,1.7300000e+04,-1.2410978e+01,9.4635779e+02,-1.0782343e+01,9.4650061e+02
46,1.0997455e+05,-7.1696563e+04,1.7300000e+04,-2.1491341e+01,9.2964722e+02,-1.1725224e+01,9.2996954e+02
47,1.1300084e+05,-7.1696563e+04,1.7300000e+04,-1.9152210e+01,9.1251935e+02,-1.0250342e+01,9.1277789e+02
48,-2.6209146e+04,-6.8679695e+04,1.7300000e+04,2.8415676e+01,7.0398444e+02,-1.3155462e+01,7.0468048e+02
49,-2.3182842e+04,-6.8679695e+04,1.7300000e+04,3.1391796e+01,7.7487830e+02,-1.3717468e+01,7.7563525e+02
50,-2.0156539e+04,-6.8679695e+04,1.7300000e+04,2.2342854e+01,7.9901593e+02,-1.4231686e+01,7.9945496e+02
51,-1.7130234e+04,-6.8679695e+04,1.7300000e+04,8.1561155e+00,8.2239166e+02,-1.5890318e+01,8.2258557e+02
52,-1.4103930e+04,-6.8679695e+04,1.7300000e+04,-2.9457862e+00,7.9703705e+02,-1.6201736e+01,7.9720715e+02
53,-1.1077625e+04,-6.8679695e+04,1.7300000e+04,-1.1013739e+01,8.0037408e+02,-1.9104342e+01,8.0067786e+02
54,-8.0513203e+03,-6.8679695e+04,1.7300000e+04,-1.8634480e+01,7.9989832e+02,-1.9436806e+01,8.0035138e+02
55,-5.0250176e+03,-6.8679695e+04,1.7300000e+04,-2.6850809e+01,7.7568805e+02,-1.4975982e+01,7.7629706e+02
56,-1.9987129e+03,-6.8679695e+04,1.7300000e+04,-3.5783768e+01,7.6867151e+02,-1.6161989e+01,7.6967365e+02
57,1.0275918e+03,-6.8679695e+04,1.7300000e+04,-4.4021488e+01,7.6377069e+02,-1.2718922e+01,7.6514398e+02
58,4.0538965e+03,-6.8679695e+04,1.7300000e+04,-5.4313011e+01,7.9084637e+02,-1.4988074e+01,7.9285089e+02
59,7.0802012e+03,-6.8679695e+04,1.7300000e+04,-5.9983833e+01,8.2699597e+02,-1.4486776e+01,8.2929504e+02
60,1.0106506e+04,-6.8679695e+04,1.7300000e+04,-7.6316772e+01,8.2694128e+02,-1.7214146e+01,8.3063373e+02
61,1.3132807e+04,-6.8679695e+04,1.7300000e+04,-9.0687325e+01,8.2827264e+02,-9.7507601e+00,8.3327954e+02
62,1.6159111e+04,-6.8679695e+04,1.7300000e+04,-1.1105448e+02,8.4455969e+02,-8.8048382e+00,8.5187537e+02
63,1.9185416e+04,-6.8679695e+04,1.7300000e+04,-1.3339311e+02,8.2796576e+02,-2.6420245e+00,8.3864655e+02
64,2.2211721e+04,-6.8679695e+04,1.7300000e+04,-1.4351190e+02,7.7111243e+02,6.5797682e+00,7.8438086e+02
65,2.5238025e+04,-6.8679695e+04,1.7300000e+04,-1.3844887e+02,8.0527637e+02,5.3166504e+00,8.1710852e+02
66,2.8264330e+04,-6.8679695e+04,1.7300000e+04,-1.2051215e+02,8.0373596e+02,1.5704689e+01,8.1287225e+02
67,3.1290635e+04,-6.8679695e+04,1.7300000e+04,-7.7172554e+01,7.5428229e+02,1.8330070e+01,7.5844141e+02
68,3.4316938e+04,-6.8679695e+04,1.7300000e+04,-4.8312641e+01,7.8475177e+02,1.0672816e+01,7.8631000e+02
69,3.7343242e+04,-6.8679695e+04,1.7300000e+04,-2.5731674e+01,7.9292273e+02,7.3952737e+00,7.9337457e+02
70,4.0369547e+04,-6.8679695e+04,1.7300000e+04,-1.3377466e+01,8.1067932e+02,2.5504832e+00,8.1079364e+02
71,4.3395852e+04,-6.8679695e+04,1.7300000e+04,-1.0907574e+01,8.0207135e+02,3.6921847e-01,8.0214557e+02
72,4.6422156e+04,-6.8679695e+04,1.7300000e+04,-1.3629779e+01,8.0748297e+02,-1.3173642e+00,8.0759906e+02
73,4.9448461e+04,-6.8679695e+04,1.7300000e+04,-1.2494956e+01,7.7471204e+02,-2.0501122e+00,7.7481549e+02
74,5.2474766e+04,-6.8679695e+04,1.7300000e+04,-6.5587482e+00,7.8468372e+02,7.3906898e-02,7.8471112e+02
75,5.5501070e+04,-6.8679695e+04,1.7300000e+04,1.9124117e+00,7.5843250e+02,-1.4041505e+00,7.5843628e+02
76,5.8527375e+04,-6.8679695e+04,1.7300000e+04,7.0809016e+00,7.7862976e+02,-7.8656549e+00,7.7870166e+02
77,6.1553680e+04,-6.8679695e+04,1.7300000e+04,9.2188807e+00,7.8110052e+02,-5.3004274e+00,7.8117291e+02
78,6.4579984e+04,-6.8679695e+04,1.7300000e+04,7.3677320e+00,7.9908380e+02,-3.1835811e+00,7.9912415e+02
79,6.7606289e+04,-6.8679695e+04,1.7300000e+04,3.9994447e+00,7.7556580e+02,-5.7144251e+00,7.7559717e+02
80,7.0632594e+04,-6.8679695e+04,1.7300000e+04,1.1227287e+00,8.0262671e+02,-9.8897085e+00,8.0268842e+02
81,7.3658898e+04,-6.8679695e+04,1.7300000e+04,-5.9811854e-01,7.7424628e+02,-9.1250610e+00,7.7430029e+02
82,7.6685203e+04,-6.8679695e+04,1.7300000e+04,-3.0102158e+00,7.9047650e+02,-1.2926083e+01,7.9058789e+02
83,7.9711500e+04,-6.8679695e+04,1.7300000e+04,-3.9516242e+00,7.9266125e+02,-1.6292801e+01,7.9283856e+02
84,8.2737805e+04,-6.8679695e+04,1.7300000e+04,-3.0472925e+00,7.8179242e+02,-1.3319040e+01,7.8191180e+02
85,8.5764109e+04,-6.8679695e+04,1.7300000e+04,9.8216099e-01,7.8502686e+02,-1.1041685e+01,7.8510510e+02
86,8.8790414e+04,-6.8679695e+04,1.7300000e+04,7.0574656e+00,8.1532855e+02,-1.0047840e+01,8.1542096e+02
87,9.1816719e+04,-6.8679695e+04,1.7300000e+04,9.4268370e+00,8.2633447e+02,-1.1903940e+01,8.2647400e+02
88,9.4843023e+04,-6.8679695e+04,1.7300000e+04,8.9163876e+00,8.1622388e+02,-6.8597956e+00,8.1630139e+02
89,9.7869328e+04,-6.8679695e+04,1.7300000e+04,5.3848381e+00,8.0450488e+02,-1.0853159e+01,8.0459613e+02
90,1.0089563e+05,-6.8679695e+04,1.7300000e+04,-2.7205032e-01,8.1348260e+02,-1.3679241e+01,8.1359766e+02
91,1.0392194e+05,-6.8679695e+04,1.7300000e+04,-6.3687749e+00,8.1752582e+02,-1.4041266e+01,8.1767120e+02
92,1.0694823e+05,-6.8679695e+04,1.7300000e+04,-1.8214979e+01,8.4254773e+02,-9.3287697e+00,8.4279626e+02
93,1.0997455e+05,-6.8679695e+04,1.7300000e+04,-2.6770971e+01,7.8377563e+02,-9.5466938e+00,7.8429083e+02
94,1.1300084e+05,-6.8679695e+04,1.7300000e+04,-2.7176779e+01,7.6665204e+02,-1.2099950e+01,7.6722900e+02
95,-2.6209146e+04,-6.5662828e+04,1.7300000e+04,1.9942535e+01,5.4931403e+02,-5.6938305e+00,5.4970538e+02
96,-2.3182842e+04,-6.5662828e+04,1.7300000e+04,2.7536150e+01,6.7476855e+02,-3.9682353e+00,6.7534186e+02
97,-2.0156539e+04,-6.5662828e+04,1.7300000e+04,2.0230028e+01,6.9255963e+02,-5.3164129e+00,6.9287543e+02
98,-1.7130234e+04,-6.5662828e+04,1.7300000e+04,8.5145988e+00,6.6792004e+02,-8.1227665e+00,6.6802368e+02
99,-1.4103930e+04,-6.5662828e+04,1.7300000e+04,-2.9571524e+00,6.7409247e+02,-1.0734567e+01,6.7418439e+02
100,-1.1077625e+04,-6.5662828e+04,1.7300000e+04,-1.4367374e+01,6.7555371e+02,-1.2215357e+01,6.7581689e+02
101,-8.0513203e+03,-6.5662828e+04,1.7300000e+04,-2.4594748e+01,6.8446667e+02,-1.1764959e+01,6.8500946e+02
102,-5.0250176e+03,-6.5662828e+04,1.7300000e+04,-3.7867611e+01,6.8767279e+02,-1.0453888e+01,6.8879395e+02
103,-1.9987129e+03,-6.5662828e+04,1.7300000e+04,-5.1529198e+01,6.5822046e+02,-1.0311616e+01,6.6031488e+02
104,1.0275918e+03,-6.5662828e+04,1.7300000e+04,-6.5757919e+01,6.7601276e+02,-1.0166375e+01,6.7927954e+02
105,4.0538965e+03,-6.5662828e+04,1.7300000e+04,-7.6052277e+01,6.8906677e+02,-1.2013051e+01,6.9335510e+02
106,7.0802012e+03,-6.5662828e+04,1.7300000e+04,-8.0082077e+01,7.1213580e+02,-1.4355730e+01,7.1676819e+02
107,1.0106506e+04,-6.5662828e+04,1.7300000e+04,-9.6947128e+01,7.0540698e+02,-1.0933112e+01,7.1212170e+02
108,1.3132807e+04,-6.5662828e+04,1.7300000e+04,-1.1789326e+02,7.2850708e+02,-8.8097696e+00,7.3803723e+02
109,1.6159111e+04,-6.5662828e+04,1.7300000e+04,-1.4105127e+02,7.5007373e+02,-8.2675476e+00,7.6326563e+02
110,1.9185416e+04,-6.5662828e+04,1.7300000e+04,-1.6785196e+02,7.2074359e+02,-2.0067568e+00,7.4003351e+02
111,2.2211721e+04,-6.5662828e+04,1.7300000e+04,-2.0744185e+02,7.2140137e+02,6.8774805e+00,7.5066595e+02
112,2.5238025e+04,-6.5662828e+04,1.7300000e+04,-2.0134726e+02,7.0351782e+02,2.1957241e+01,7.3209296e+02
113,2.8264330e+04,-6.5662828e+04,1.7300000e+04,-1.7121207e+02,6.8003894e+02,4.3184227e+01,7.0258905e+02
114,3.1290635e+04,-6.5662828e+04,1.7300000e+04,-1.2571752e+02,6.7593787e+02,4.9055458e+01,6.8927740e+02
115,3.4316938e+04,-6.5662828e+04,1.7300000e+04,-6.7232712e+01,6.7561115e+02,3.6759384e+01,6.7994257e+02
116,3.7343242e+04,-6.5662828e+04,1.7300000e+04,-3.8882896e+01,6.9287842e+02,2.2177225e+01,6.9432288e+02
117,4.0369547e+04,-6.5662828e+04,1.7300000e+04,-2.5468519e+01,7.0247589e+02,1.5231348e+01,7.0310242e+02
118,4.3395852e+04,-6.5662828e+04,1.7300000e+04,-1.8310707e+01,7.2182190e+02,1.4564897e+01,7.2220099e+02
119,4.6422156e+04,-6.5662828e+04,1.7300000e+04,-1.8423470e+01,7.5284161e+02,2.3736328e+01,7.5344104e+02
120,4.9448461e+04,-6.5662828e+04,1.7300000e+04,-1.2619238e+01,7.1404950e+02,1.8602850e+01,7.1440326e+02
121,5.2474766e+04,-6.5662828e+04,1.7300000e+04,-5.3320704e+00,6.6045764e+02,1.1523528e+01,6.6057965e+02
122,5.5501070e+04,-6.5662828e+04,1.7300000e+04,2.8202057e+00,6.6034521e+02,1.1152149e+01,6.6044543e+02
123,5.8527375e+04,-6.5662828e+04,1.7300000e+04,7.7281775e+00,6.6722650e+02,9.5409641e+00,6.6733948e+02
124,6.1553680e+04,-6.5662828e+04,1.7300000e+04,6.9470897e+00,6.7932904e+02,9.6182671e+00,6.7943262e+02
125,6.4579984e+04,-6.5662828e+04,1.7300000e+04,3.9600298e+00,7.0037665e+02,7.8070765e+00,7.0043134e+02
126,6.7606289e+04,-6.5662828e+04,1.7300000e+04,2.7027488e-01,6.9502130e+02,2.2008939e+00,6.9502484e+02
127,7.0632594e+04,-6.5662828e+04,1.7300000e+04,-2.8653316e+00,6.7621722e+02,-4.1013867e-01,6.7622339e+02
128,7.3658898e+04,-6.5662828e+04,1.7300000e+04,-3.5496314e+00,7.1754706e+02,-2.3161626e+00,7.1755957e+02
129,7.6685203e+04,-6.5662828e+04,1.7300000e+04,-4.0645494e+00,6.6791138e+02,-5.0653415e+00,6.6794293e+02
130,7.9711500e+04,-6.5662828e+04,1.7300000e+04,-3.9556217e+00,6.4195605e+02,-3.4466596e+00,6.4197748e+02
131,8.2737805e+04,-6.5662828e+04,1.7300000e+04,-2.3449745e+00,6.4421204e+02,-1.1509614e+00,6.4421735e+02
132,8.5764109e+04,-6.5662828e+04,1.7300000e+04,2.3134992e+00,6.5882721e+02,2.5065341e+00,6.5883600e+02
133,8.8790414e+04,-6.5662828e+04,1.7300000e+04,8.8677092e+00,6.9421704e+02,1.5713285e+00,6.9427545e+02
134,9.1816719e+04,-6.5662828e+04,1.7300000e+04,1.4557322e+01,7.1351099e+02,6.2420952e-01,7.1365973e+02
135,9.4843023e+04,-6.5662828e+04,1.7300000e+04,1.6200016e+01,7.2674902e+02,4.2804456e-01,7.2692969e+02
136,9.7869328e+04,-6.5662828e+04,1.7300000e+04,1.5961872e+01,7.1941626e+02,-2.8677988e-01,7.1959338e+02
137,1.0089563e+05,-6.5662828e+04,1.7300000e+04,9.6601105e+00,6.9908984e+02,4.8100352e-01,6.9915674e+02
138,1.0392194e+05,-6.5662828e+04,1.7300000e+04,9.2523295e-01,7.0856964e+02,1.0004773e+00,7.0857092e+02
139,1.0694823e+05,-6.5662828e+04,1.7300000e+04,-9.0941153e+00,7.1787854e+02,-9.2403185e-01,7.1793671e+02
140,1.0997455e+05,-6.5662828e+04,1.7300000e+04,-1.7468147e+01,6.8891589e+02,-7.1725309e-01,6.8913763e+02
141,1.1300084e+05,-6.5662828e+04,1.7300000e+04,-1.5439299e+01,5.7690057e+02,-4.7584119e+00,5.7712677e+02
142,-2.6209146e+04,-6.2645961e+04,1.7300000e+04,1.3124334e+01,4.7402243e+02,-9.4416368e-01,4.7420502e+02
143,-2.3182842e+04,-6.2645961e+04,1.7300000e+04,1.9531612e+01,6.0548206e+02,1.5734673e+00,6.0579901e+02
144,-2.0156539e+04,-6.2645961e+04,1.7300000e+04,1.5445044e+01,6.1089819e+02,2.3962071e+00,6.1109814e+02
145,-1.7130234e+04,-6.2645961e+04,1.7300000e+04,6.4330931e+00,6.0530145e+02,-5.5261326e+00,6.0536084e+02
146,-1.4103930e+04,-6.2645961e+04,1.7300000e+04,-2.0916977e+00,5.9771051e+02,-7.3842673e+00,5.9775977e+02
147,-1.1077625e+04,-6.2645961e+04,1.7300000e+04,-1.7539579e+01,5.8677124e+02,-8.7875881e+00,5.8709912e+02
148,-8.0513203e+03,-6.2645961e+04,1.7300000e+04,-3.0577215e+01,6.0689911e+02,-9.4223185e+00,6.0774194e+02
149,-5.0250176e+03,-6.2645961e+04,1.7300000e+04,-4.5427521e+01,6.1212354e+02,-7.3676996e+00,6.1385107e+02
150,-1.9987129e+03,-6.2645961e+04,1.7300000e+04,-6.6346298e+01,6.2338983e+02,-6.9798331e+00,6.2694928e+02
151,1.0275918e+03,-6.2645961e+04,1.7300000e+04,-7.6659767e+01,5.8787189e+02,-9.1776695e+00,5.9292010e+02
152,4.0538965e+03,-6.2645961e+04,1.7300000e+04,-8.8901459e+01,6.1222595e+02,-1.2223955e+01,6.1876776e+02
153,7.0802012e+03,-6.2645961e+04,1.7300000e+04,-9.6490921e+01,6.2154877e+02,-1.2575169e+01,6.2911963e+02
154,1.0106506e+04,-6.2645961e+04,1.7300000e+04,-1.1038492e+02,6.3201184e+02,-1.1833904e+01,6.4168829e+02
155,1.3132807e+04,-6.2645961e+04,1.7300000e+04,-1.2716398e+02,6.5098358e+02,-1.3360033e+01,6.6342206e+02
156,1.6159111e+04,-6.2645961e+04,1.7300000e+04,-1.4618016e+02,6.5953699e+02,-1.0226633e+01,6.7561987e+02
157,1.9185416e+04,-6.2645961e+04,1.7300000e+04,-1.7880112e+02,6.7865704e+02,-6.5019822e+00,7.0184576e+02
158,2.2211721e+04,-6.2645961e+04,1.7300000e+04,-2.3328036e+02,6.8000342e+02,-7.0571554e-01,7.1890533e+02
159,2.5238025e+04,-6.2645961e+04,1.7300000e+04,-2.6200616e+02,6.5296460e+02,2.4225471e+01,7.0398639e+02
160,2.8264330e+04,-6.2645961e+04,1.7300000e+04,-2.1528903e+02,5.7285950e+02,6.6285500e+01,6.1555762e+02
161,3.1290635e+04,-6.2645961e+04,1.7300000e+04,-1.3551944e+02,5.8450195e+02,7.6715385e+01,6.0489117e+02
162,3.4316938e+04,-6.2645961e+04,1.7300000e+04,-7.8045586e+01,6.2405109e+02,5.9961426e+01,6.3176440e+02
163,3.7343242e+04,-6.2645961e+04,1.7300000e+04,-5.5768654e+01,6.3174530e+02,3.6995049e+01,6.3528015e+02
164,4.0369547e+04,-6.2645961e+04,1.7300000e+04,-4.3376663e+01,6.2936194e+02,2.6333593e+01,6.3140436e+02
165,4.3395852e+04,-6.2645961e+04,1.7300000e+04,-3.6026398e+01,6.3535522e+02,2.6396435e+01,6.3692303e+02
166,4.6422156e+04,-6.2645961e+04,1.7300000e+04,-1.6633816e+01,6.4410284e+02,3.1834524e+01,6.4510358e+02
167,4.9448461e+04,-6.2645961e+04,1.7300000e+04,-3.0773025e+00,6.0724554e+02,2.6584558e+01,6.0783496e+02
168,5.2474766e+04,-6.2645961e+04,1.7300000e+04,6.4005280e+00,6.2358295e+02,2.4681053e+01,6.2410400e+02
169,5.5501070e+04,-6.2645961e+04,1.7300000e+04,7.7571378e+00,6.2796112e+02,1.9730175e+01,6.2831891e+02
170,5.8527375e+04,-6.2645961e+04,1.7300000e+04,7.1919928e+00,5.8407806e+02,2.1487595e+01,5.8451746e+02
171,6.1553680e+04,-6.2645961e+04,1.7300000e+04,1.2630186e+00,6.2525238e+02,2.3420574e+01,6.2569214e+02
172,6.4579984e+04,-6.2645961e+04,1.7300000e+04,-5.2026629e+00,6.1473346e+02,1.9374371e+01,6.1506067e+02
173,6.7606289e+04,-6.2645961e+04,1.7300000e+04,-1.0231416e+01,6.0842310e+02,1.5454993e+01,6.0870532e+02
174,7.0632594e+04,-6.2645961e+04,1.7300000e+04,-1.3562006e+01,5.9892212e+02,1.4123168e+01,5.9924213e+02
175,7.3658898e+04,-6.2645961e+04,1.7300000e+04,-1.2813812e+01,6.0279218e+02,9.2660093e+00,6.0299951e+02
176,7.6685203e+04,-6.2645961e+04,1.7300000e+04,-9.6826992e+00,6.0629651e+02,7.3289580e+00,6.0641809e+02
177,7.9711500e+04,-6.2645961e+04,1.7300000e+04,-6.8194199e+00,5.7271112e+02,8.8122082e+00,5.7281952e+02
178,8.2737805e+04,-6.2645961e+04,1.7300000e+04,-3.2674608e+00,5.9192249e+02,9.9198637e+00,5.9201465e+02
179,8.5764109e+04,-6.2645961e+04,1.7300000e+04,3.0799868e+00,5.9912433e+02,1.4173566e+01,5.9929987e+02
180,8.8790414e+04,-6.2645961e+04,1.7300000e+04,1.2391104e+01,6.1455914e+02,1.3053556e+01,6.1482263e+02
181,9.1816719e+04,-6.2645961e+04,1.7300000e+04,2.5038353e+01,6.1499457e+02,1.2628123e+01,6.1563354e+02
182,9.4843023e+04,-6.2645961e+04,1.7300000e+04,3.2188831e+01,6.4915344e+02,1.0274072e+01,6.5003223e+02
183,9.7869328e+04,-6.2645961e+04,1.7300000e+04,3.5122307e+01,6.5099585e+02,1.0634864e+01,6.5202936e+02
184,1.0089563e+05,-6.2645961e+04,1.7300000e+04,2.9730640e+01,6.3192017e+02,1.1761030e+01,6.3272845e+02
185,1.0392194e+05,-6.2645961e+04,1.7300000e+04,1.7350630e+01,6.6044910e+02,1.4607527e+01,6.6083844e+02
186,1.0694823e+05,-6.2645961e+04,1.7300000e+04,7.1401639e+00,6.4710120e+02,1.2741584e+01,6.4726599e+02
187,1.0997455e+05,-6.2645961e+04,1.7300000e+04,-3.6813147e+00,6.3571344e+02,9.4031515e+00,6.3579364e+02
188,1.1300084e+05,-6.2645961e+04,1.7300000e+04,-7.6992331e+00,5.1298877e+02,2.6573014e+00,5.1305341e+02
189,-2.6209146e+04,-5.9629094e+04,1.7300000e+04,7.7925701e+00,4.1732849e+02,3.7320039e+00,4.1741791e+02
190,-2.3182842e+04,-5.9629094e+04,1.7300000e+04,1.1512327e+01,5.3227246e+02,5.7183237e+00,5.3242761e+02
191,-2.0156539e+04,-5.9629094e+04,1.7300000e+04,8.9632835e+00,5.8369824e+02,4.9324260e+00,5.8378790e+02
192,-1.7130234e+04,-5.9629094e+04,1.7300000e+04,5.8381730e-01,5.4511499e+02,-1.2305235e+00,5.4511670e+02
193,-1.4103930e+04,-5.9629094e+04,1.7300000e+04,-7.7277646e+00,5.5021075e+02,-2.4437182e+00,5.5027045e+02
194,-1.1077625e+04,-5.9629094e+04,1.7300000e+04,-2.1093578e+01,5.5794257e+02,-4.7434630e+00,5.5836133e+02
195,-8.0513203e+03,-5.9629094e+04,1.7300000e+04,-3.4350090e+01,5.5291785e+02,-4.4894123e+00,5.5400201e+02
196,-5.0250176e+03,-5.9629094e+04,1.7300000e+04,-5.3540520e+01,5.5878748e+02,-3.6493058e+00,5.6135846e+02
197,-1.9987129e+03,-5.9629094e+04,1.7300000e+04,-7.0974220e+01,5.6874646e+02,-4.0192032e+00,5.7317188e+02
198,1.0275918e+03,-5.9629094e+04,1.7300000e+04,-8.6747833e+01,5.6160181e+02,-3.1625288e+00,5.6827087e+02
199,4.0538965e+03,-5.9629094e+04,1.7300000e+04,-9.5159843e+01,5.3979254e+02,-4.7225161e+00,5.4813660e+02
200,7.0802012e+03,-5.9629094e+04,1.7300000e+04,-1.0735339e+02,5.6259119e+02,-6.7218962e+00,5.7278162e+02
201,1.0106506e+04,-5.9629094e+04,1.7300000e+04,-1.1280054e+02,5.5452100e+02,-6.8901310e+00,5.6591956e+02
202,1.3132807e+04,-5.9629094e+04,1.7300000e+04,-1.2298003e+02,5.6326642e+02,-8.9765511e+00,5.7660535e+02
203,1.6159111e+04,-5.9629094e+04,1.7300000e+04,-1.4061241e+02,6.0902142e+02,-1.0744438e+01,6.2513550e+02
204,1.9185416e+04,-5.9629094e+04,1.7300000e+04,-1.6381967e+02,6.5410608e+02,-1.4412065e+01,6.7446228e+02
205,2.2211721e+04,-5.9629094e+04,1.7300000e+04,-2.0961270e+02,6.6997681e+02,-1.2035220e+01,7.0210486e+02
