Length Units,centimeter
Node,X(cm),Y(cm),Z(cm),VX(cm/s),VY(cm/s),VZ(cm/s),(1) 속도 크기 - cm/s
46,1.0997455e+05,-7.1696563e+04,1.2600000e+04,-2.3680096e+01,9.4958319e+02,2.0388878e+01,9.5009723e+02
47,1.1300084e+05,-7.1696563e+04,1.2600000e+04,-2.4230110e+01,9.1279443e+02,1.6673992e+01,9.1326819e+02
48,-2.6209146e+04,-6.8679695e+04,1.2600000e+04,3.5002846e+01,7.3263953e+02,3.0230877e+01,7.3409790e+02
49,-2.3182842e+04,-6.8679695e+04,1.2600000e+04,3.9161442e+01,8.5038831e+02,3.5716415e+01,8.5203845e+02
50,-2.0156539e+04,-6.8679695e+04,1.2600000e+04,2.7668705e+01,8.9877484e+02,3.4951733e+01,8.9987964e+02
51,-1.7130234e+04,-6.8679695e+04,1.2600000e+04,1.3172577e+01,9.0652997e+02,3.4198811e+01,9.0727045e+02
52,-1.4103930e+04,-6.8679695e+04,1.2600000e+04,-1.4432126e+00,9.1556818e+02,3.1551687e+01,9.1611279e+02
53,-1.1077625e+04,-6.8679695e+04,1.2600000e+04,-1.2761129e+01,9.2546606e+02,2.8029194e+01,9.2597839e+02
54,-8.0513203e+03,-6.8679695e+04,1.2600000e+04,-2.6660402e+01,9.1834546e+02,3.4560490e+01,9.1938214e+02
55,-5.0250176e+03,-6.8679695e+04,1.2600000e+04,-3.1647514e+01,9.1791302e+02,2.5073122e+01,9.1880060e+02
56,-1.9987129e+03,-6.8679695e+04,1.2600000e+04,-4.4732548e+01,9.1231622e+02,2.6373192e+01,9.1379291e+02
57,1.0275918e+03,-6.8679695e+04,1.2600000e+04,-5.3727646e+01,8.9774817e+02,3.2784775e+01,8.9995178e+02
58,4.0538965e+03,-6.8679695e+04,1.2600000e+04,-6.8497238e+01,9.2692261e+02,2.7069805e+01,9.2984412e+02
59,7.0802012e+03,-6.8679695e+04,1.2600000e+04,-8.2894936e+01,9.3506610e+02,2.9420063e+01,9.3919421e+02
60,1.0106506e+04,-6.8679695e+04,1.2600000e+04,-9.7225571e+01,9.4722876e+02,3.6542416e+01,9.5290637e+02
61,1.3132807e+04,-6.8679695e+04,1.2600000e+04,-1.1375548e+02,9.4442688e+02,3.8143826e+01,9.5201752e+02
62,1.6159111e+04,-6.8679695e+04,1.2600000e+04,-1.3788332e+02,9.3298334e+02,4.7181183e+01,9.4429645e+02
63,1.9185416e+04,-6.8679695e+04,1.2600000e+04,-1.6166318e+02,9.1164148e+02,5.6878689e+01,9.2761005e+02
64,2.2211721e+04,-6.8679695e+04,1.2600000e+04,-1.7837088e+02,8.7787695e+02,7.2429276e+01,8.9873810e+02
65,2.5238025e+04,-6.8679695e+04,1.2600000e+04,-1.5607564e+02,8.6597278e+02,8.2418915e+01,8.8377679e+02
66,2.8264330e+04,-6.8679695e+04,1.2600000e+04,-1.2931300e+02,8.5226697e+02,8.8753174e+01,8.6657831e+02
67,3.1290635e+04,-6.8679695e+04,1.2600000e+04,-8.3039825e+01,8.4556201e+02,8.6967995e+01,8.5406921e+02
68,3.4316938e+04,-6.8679695e+04,1.2600000e+04,-4.1405987e+01,8.6220190e+02,7.4245438e+01,8.6638269e+02
69,3.7343242e+04,-6.8679695e+04,1.2600000e+04,-2.1816061e+01,8.7340747e+02,6.2515347e+01,8.7591370e+02
70,4.0369547e+04,-6.8679695e+04,1.2600000e+04,-1.0219810e+01,8.9264429e+02,6.4580925e+01,8.9503571e+02
71,4.3395852e+04,-6.8679695e+04,1.2600000e+04,-1.3049718e+01,9.2013397e+02,6.0674290e+01,9.2222461e+02
72,4.6422156e+04,-6.8679695e+04,1.2600000e+04,-1.4951766e+01,9.1077246e+02,5.6678135e+01,9.1265686e+02
73,4.9448461e+04,-6.8679695e+04,1.2600000e+04,-1.4106021e+01,9.0195374e+02,5.4574200e+01,9.0371338e+02
74,5.2474766e+04,-6.8679695e+04,1.2600000e+04,-5.3814240e+00,8.8952258e+02,5.4507458e+01,8.9120728e+02
75,5.5501070e+04,-6.8679695e+04,1.2600000e+04,4.8437710e+00,8.8578003e+02,5.9946301e+01,8.8781940e+02
76,5.8527375e+04,-6.8679695e+04,1.2600000e+04,1.2576176e+01,8.9248407e+02,6.0227535e+01,8.9460236e+02
77,6.1553680e+04,-6.8679695e+04,1.2600000e+04,1.3342854e+01,9.0792798e+02,5.5713551e+01,9.0973364e+02
78,6.4579984e+04,-6.8679695e+04,1.2600000e+04,1.1390146e+01,9.0253943e+02,5.6981491e+01,9.0440814e+02
79,6.7606289e+04,-6.8679695e+04,1.2600000e+04,7.4295011e+00,8.9843976e+02,5.0369434e+01,8.9988123e+02
80,7.0632594e+04,-6.8679695e+04,1.2600000e+04,2.4115002e+00,9.2207068e+02,4.4605053e+01,9.2315210e+02
81,7.3658898e+04,-6.8679695e+04,1.2600000e+04,-4.4104375e-02,9.2844666e+02,3.9611828e+01,9.2929132e+02
82,7.6685203e+04,-6.8679695e+04,1.2600000e+04,-2.9657066e+00,9.2835461e+02,3.7858257e+01,9.2913098e+02
83,7.9711500e+04,-6.8679695e+04,1.2600000e+04,-5.4876556e+00,9.2399121e+02,3.7956390e+01,9.2478674e+02
84,8.2737805e+04,-6.8679695e+04,1.2600000e+04,-4.1157408e+00,9.1300092e+02,3.5638206e+01,9.1370544e+02
85,8.5764109e+04,-6.8679695e+04,1.2600000e+04,-1.0551585e+00,9.0565057e+02,4.2115414e+01,9.0662988e+02
86,8.8790414e+04,-6.8679695e+04,1.2600000e+04,6.4295397e+00,9.0522589e+02,4.1394344e+01,9.0619464e+02
87,9.1816719e+04,-6.8679695e+04,1.2600000e+04,1.1963009e+01,9.2052911e+02,3.8347702e+01,9.2140521e+02
88,9.4843023e+04,-6.8679695e+04,1.2600000e+04,1.2284891e+01,9.2651294e+02,4.1352448e+01,9.2751666e+02
89,9.7869328e+04,-6.8679695e+04,1.2600000e+04,1.0130980e+01,9.3019360e+02,3.9920166e+01,9.3110492e+02
90,1.0089563e+05,-6.8679695e+04,1.2600000e+04,4.4496565e+00,9.3120422e+02,3.8069447e+01,9.3199274e+02
91,1.0392194e+05,-6.8679695e+04,1.2600000e+04,-4.2524977e+00,9.2776483e+02,3.9642231e+01,9.2862109e+02
92,1.0694823e+05,-6.8679695e+04,1.2600000e+04,-2.0679010e+01,9.1081293e+02,4.1136749e+01,9.1197589e+02
93,1.0997455e+05,-6.8679695e+04,1.2600000e+04,-3.3005150e+01,8.5570325e+02,3.9868469e+01,8.5726709e+02
94,1.1300084e+05,-6.8679695e+04,1.2600000e+04,-3.2138794e+01,7.4124109e+02,3.6447231e+01,7.4283215e+02
95,-2.6209146e+04,-6.5662828e+04,1.2600000e+04,2.7624174e+01,6.2172400e+02,3.2569859e+01,6.2318903e+02
96,-2.3182842e+04,-6.5662828e+04,1.2600000e+04,3.4276031e+01,7.5755383e+02,4.0330723e+01,7.5940057e+02
97,-2.0156539e+04,-6.5662828e+04,1.2600000e+04,3.0290796e+01,8.4092432e+02,3.9936852e+01,8.4241687e+02
98,-1.7130234e+04,-6.5662828e+04,1.2600000e+04,1.4780148e+01,8.5236432e+02,3.5140388e+01,8.5321643e+02
99,-1.4103930e+04,-6.5662828e+04,1.2600000e+04,-1.9337101e+00,8.6233942e+02,3.1386566e+01,8.6291260e+02
100,-1.1077625e+04,-6.5662828e+04,1.2600000e+04,-1.8705809e+01,8.7284229e+02,2.8363909e+01,8.7350336e+02
101,-8.0513203e+03,-6.5662828e+04,1.2600000e+04,-3.4256336e+01,8.7142743e+02,2.6207371e+01,8.7249414e+02
102,-5.0250176e+03,-6.5662828e+04,1.2600000e+04,-5.0455292e+01,8.6589612e+02,2.5310068e+01,8.6773407e+02
103,-1.9987129e+03,-6.5662828e+04,1.2600000e+04,-6.6705597e+01,8.5654901e+02,2.4901632e+01,8.5950330e+02
104,1.0275918e+03,-6.5662828e+04,1.2600000e+04,-8.4022644e+01,8.6153821e+02,2.2561720e+01,8.6591968e+02
105,4.0538965e+03,-6.5662828e+04,1.2600000e+04,-1.0106787e+02,8.6833771e+02,2.1206041e+01,8.7445685e+02
106,7.0802012e+03,-6.5662828e+04,1.2600000e+04,-1.1866180e+02,8.7662646e+02,2.0709103e+01,8.8486353e+02
107,1.0106506e+04,-6.5662828e+04,1.2600000e+04,-1.3601108e+02,8.9424475e+02,2.9803877e+01,9.0501984e+02
108,1.3132807e+04,-6.5662828e+04,1.2600000e+04,-1.5858925e+02,9.0266968e+02,3.6485096e+01,9.1722095e+02
109,1.6159111e+04,-6.5662828e+04,1.2600000e+04,-1.8693765e+02,8.9149719e+02,4.1211479e+01,9.1181757e+02
110,1.9185416e+04,-6.5662828e+04,1.2600000e+04,-2.3146075e+02,8.6669006e+02,4.7178402e+01,8.9830481e+02
111,2.2211721e+04,-6.5662828e+04,1.2600000e+04,-2.6352710e+02,8.1825488e+02,5.7101875e+01,8.6153833e+02
112,2.5238025e+04,-6.5662828e+04,1.2600000e+04,-2.6682681e+02,7.6779065e+02,7.5814430e+01,8.1636200e+02
113,2.8264330e+04,-6.5662828e+04,1.2600000e+04,-2.1204065e+02,7.1519409e+02,1.0271664e+02,7.5300366e+02
114,3.1290635e+04,-6.5662828e+04,1.2600000e+04,-1.1657509e+02,7.0788391e+02,1.0875104e+02,7.2561438e+02
115,3.4316938e+04,-6.5662828e+04,1.2600000e+04,-5.0552418e+01,7.4555817e+02,9.6563728e+01,7.5348334e+02
116,3.7343242e+04,-6.5662828e+04,1.2600000e+04,-2.3598616e+01,7.8924030e+02,8.0265114e+01,7.9366217e+02
117,4.0369547e+04,-6.5662828e+04,1.2600000e+04,-2.0918121e+01,8.3042914e+02,7.5514870e+01,8.3411786e+02
118,4.3395852e+04,-6.5662828e+04,1.2600000e+04,-2.3014635e+01,8.6890491e+02,7.8173676e+01,8.7271790e+02
119,4.6422156e+04,-6.5662828e+04,1.2600000e+04,-2.1895472e+01,8.4919690e+02,7.5978577e+01,8.5287018e+02
120,4.9448461e+04,-6.5662828e+04,1.2600000e+04,-1.5037568e+01,8.2158765e+02,7.4318100e+01,8.2507910e+02
121,5.2474766e+04,-6.5662828e+04,1.2600000e+04,-3.7077460e+00,8.1040210e+02,7.5006943e+01,8.1387433e+02
122,5.5501070e+04,-6.5662828e+04,1.2600000e+04,7.7218361e+00,8.1129883e+02,7.2899460e+01,8.1460406e+02
123,5.8527375e+04,-6.5662828e+04,1.2600000e+04,1.1986619e+01,8.1202875e+02,6.8962341e+01,8.1503998e+02
124,6.1553680e+04,-6.5662828e+04,1.2600000e+04,1.3866777e+01,8.3017462e+02,6.5402473e+01,8.3286237e+02
125,6.4579984e+04,-6.5662828e+04,1.2600000e+04,9.5086842e+00,8.4172247e+02,6.2481461e+01,8.4409192e+02
126,6.7606289e+04,-6.5662828e+04,1.2600000e+04,4.7348032e+00,8.5389288e+02,5.7787285e+01,8.5585913e+02
127,7.0632594e+04,-6.5662828e+04,1.2600000e+04,-7.1764582e-01,8.6736432e+02,5.1853371e+01,8.6891321e+02
128,7.3658898e+04,-6.5662828e+04,1.2600000e+04,-3.6238768e+00,8.7556610e+02,4.9266121e+01,8.7695850e+02
129,7.6685203e+04,-6.5662828e+04,1.2600000e+04,-6.0851674e+00,8.7598389e+02,4.8625641e+01,8.7735352e+02
130,7.9711500e+04,-6.5662828e+04,1.2600000e+04,-9.3422661e+00,8.6709229e+02,5.0559879e+01,8.6861530e+02
131,8.2737805e+04,-6.5662828e+04,1.2600000e+04,-4.9480081e+00,8.4454901e+02,4.8541965e+01,8.4595740e+02
132,8.5764109e+04,-6.5662828e+04,1.2600000e+04,2.2153208e+00,8.3285895e+02,4.8305855e+01,8.3426160e+02
133,8.8790414e+04,-6.5662828e+04,1.2600000e+04,1.2413643e+01,8.3237311e+02,5.2132294e+01,8.3409644e+02
134,9.1816719e+04,-6.5662828e+04,1.2600000e+04,1.9385109e+01,8.5267828e+02,5.1333309e+01,8.5444202e+02
135,9.4843023e+04,-6.5662828e+04,1.2600000e+04,2.1858593e+01,8.6399835e+02,4.9954868e+01,8.6571729e+02
136,9.7869328e+04,-6.5662828e+04,1.2600000e+04,2.1819103e+01,8.6663214e+02,4.9076714e+01,8.6829480e+02
137,1.0089563e+05,-6.5662828e+04,1.2600000e+04,1.2920284e+01,8.6832733e+02,4.8208775e+01,8.6976050e+02
138,1.0392194e+05,-6.5662828e+04,1.2600000e+04,-8.2181150e-01,8.6284473e+02,4.8877743e+01,8.6422839e+02
139,1.0694823e+05,-6.5662828e+04,1.2600000e+04,-1.8505579e+01,8.4825592e+02,5.0822937e+01,8.4997858e+02
140,1.0997455e+05,-6.5662828e+04,1.2600000e+04,-2.3376091e+01,7.6331299e+02,4.6887856e+01,7.6510889e+02
141,1.1300084e+05,-6.5662828e+04,1.2600000e+04,-1.8120243e+01,5.6018011e+02,3.2037331e+01,5.6138800e+02
142,-2.6209146e+04,-6.2645961e+04,1.2600000e+04,1.8718004e+01,5.2082062e+02,3.0268656e+01,5.2203516e+02
143,-2.3182842e+04,-6.2645961e+04,1.2600000e+04,2.8710503e+01,7.0993518e+02,3.8844368e+01,7.1157648e+02
144,-2.0156539e+04,-6.2645961e+04,1.2600000e+04,2.6997923e+01,8.1180231e+02,3.6596989e+01,8.1307513e+02
145,-1.7130234e+04,-6.2645961e+04,1.2600000e+04,1.4368917e+01,8.3320691e+02,2.6288223e+01,8.3374530e+02
146,-1.4103930e+04,-6.2645961e+04,1.2600000e+04,-3.7936728e+00,8.4043567e+02,2.1014948e+01,8.4070691e+02
147,-1.1077625e+04,-6.2645961e+04,1.2600000e+04,-2.4249306e+01,8.4327527e+02,1.5727131e+01,8.4377039e+02
148,-8.0513203e+03,-6.2645961e+04,1.2600000e+04,-4.8141033e+01,8.4399683e+02,1.3343308e+01,8.4547400e+02
149,-5.0250176e+03,-6.2645961e+04,1.2600000e+04,-6.8597946e+01,8.4021893e+02,1.2936794e+01,8.4311383e+02
150,-1.9987129e+03,-6.2645961e+04,1.2600000e+04,-8.9948860e+01,8.3341443e+02,1.3079943e+01,8.3835645e+02
151,1.0275918e+03,-6.2645961e+04,1.2600000e+04,-1.0747998e+02,8.2434662e+02,1.2606626e+01,8.3141943e+02
152,4.0538965e+03,-6.2645961e+04,1.2600000e+04,-1.2374018e+02,8.2778571e+02,1.0829817e+01,8.3705322e+02
153,7.0802012e+03,-6.2645961e+04,1.2600000e+04,-1.3982185e+02,8.3291150e+02,9.4583540e+00,8.4461890e+02
154,1.0106506e+04,-6.2645961e+04,1.2600000e+04,-1.5665845e+02,8.4383600e+02,1.0438533e+01,8.5831812e+02
155,1.3132807e+04,-6.2645961e+04,1.2600000e+04,-1.7774318e+02,8.6153723e+02,1.5528757e+01,8.7981824e+02
156,1.6159111e+04,-6.2645961e+04,1.2600000e+04,-2.0431830e+02,8.6317322e+02,1.8115423e+01,8.8721033e+02
157,1.9185416e+04,-6.2645961e+04,1.2600000e+04,-2.5619879e+02,8.5733850e+02,2.2402922e+01,8.9508044e+02
158,2.2211721e+04,-6.2645961e+04,1.2600000e+04,-3.0749487e+02,8.1794666e+02,2.7668007e+01,8.7427417e+02
159,2.5238025e+04,-6.2645961e+04,1.2600000e+04,-3.5560559e+02,7.0999573e+02,4.5258289e+01,7.9536005e+02
160,2.8264330e+04,-6.2645961e+04,1.2600000e+04,-2.8030353e+02,5.1819775e+02,8.6881081e+01,5.9552271e+02
161,3.1290635e+04,-6.2645961e+04,1.2600000e+04,-1.0428731e+02,4.4384821e+02,1.1246036e+02,4.6960025e+02
162,3.4316938e+04,-6.2645961e+04,1.2600000e+04,-1.4246778e+01,6.0788330e+02,1.1150301e+02,6.1818927e+02
163,3.7343242e+04,-6.2645961e+04,1.2600000e+04,-3.7052391e+01,7.2897272e+02,9.8282326e+01,7.3650092e+02
164,4.0369547e+04,-6.2645961e+04,1.2600000e+04,-4.2155205e+01,7.7260449e+02,8.8570572e+01,7.7880646e+02
165,4.3395852e+04,-6.2645961e+04,1.2600000e+04,-4.8664978e+01,8.1375409e+02,9.6181313e+01,8.2086224e+02
166,4.6422156e+04,-6.2645961e+04,1.2600000e+04,-2.4122166e+01,7.7643390e+02,8.7480606e+01,7.8171887e+02
167,4.9448461e+04,-6.2645961e+04,1.2600000e+04,-1.0506964e+01,7.3319617e+02,8.3889465e+01,7.3805450e+02
168,5.2474766e+04,-6.2645961e+04,1.2600000e+04,7.9071250e+00,7.6506854e+02,8.9624138e+01,7.7034076e+02
169,5.5501070e+04,-6.2645961e+04,1.2600000e+04,1.3289509e+01,7.6672595e+02,8.9321259e+01,7.7202563e+02
170,5.8527375e+04,-6.2645961e+04,1.2600000e+04,1.3943979e+01,7.3101428e+02,8.1569260e+01,7.3568329e+02
171,6.1553680e+04,-6.2645961e+04,1.2600000e+04,7.4739285e+00,7.9330243e+02,8.2177444e+01,7.9758246e+02
172,6.4579984e+04,-6.2645961e+04,1.2600000e+04,-3.5425518e+00,8.0776001e+02,7.7217934e+01,8.1145020e+02
173,6.7606289e+04,-6.2645961e+04,1.2600000e+04,-8.5975819e+00,8.1030450e+02,7.2391579e+01,8.1357721e+02
174,7.0632594e+04,-6.2645961e+04,1.2600000e+04,-1.3689942e+01,8.1149536e+02,6.6624550e+01,8.1434082e+02
175,7.3658898e+04,-6.2645961e+04,1.2600000e+04,-1.3869235e+01,8.2087433e+02,6.0083244e+01,8.2318713e+02
176,7.6685203e+04,-6.2645961e+04,1.2600000e+04,-1.4522048e+01,8.2223041e+02,5.7965790e+01,8.2439905e+02
177,7.9711500e+04,-6.2645961e+04,1.2600000e+04,-1.5169064e+01,8.1384619e+02,5.7983902e+01,8.1605017e+02
178,8.2737805e+04,-6.2645961e+04,1.2600000e+04,-7.7565608e+00,7.8682202e+02,5.8959324e+01,7.8906604e+02
179,8.5764109e+04,-6.2645961e+04,1.2600000e+04,4.8695974e+00,7.7332867e+02,5.9230244e+01,7.7560889e+02
180,8.8790414e+04,-6.2645961e+04,1.2600000e+04,2.0788305e+01,7.6795477e+02,6.0421825e+01,7.7060852e+02
181,9.1816719e+04,-6.2645961e+04,1.2600000e+04,3.9509373e+01,7.8782361e+02,6.1165848e+01,7.9118158e+02
182,9.4843023e+04,-6.2645961e+04,1.2600000e+04,4.5267857e+01,8.1133337e+02,5.9929073e+01,8.1480219e+02
183,9.7869328e+04,-6.2645961e+04,1.2600000e+04,4.6985451e+01,8.2151196e+02,5.8475178e+01,8.2492963e+02
184,1.0089563e+05,-6.2645961e+04,1.2600000e+04,3.6638596e+01,8.3404419e+02,6.0548477e+01,8.3704132e+02
185,1.0392194e+05,-6.2645961e+04,1.2600000e+04,2.2638834e+01,8.3134064e+02,6.0888321e+01,8.3387476e+02
186,1.0694823e+05,-6.2645961e+04,1.2600000e+04,4.8240690e+00,8.2039026e+02,6.1920094e+01,8.2273785e+02
187,1.0997455e+05,-6.2645961e+04,1.2600000e+04,-3.7899528e+00,7.2052679e+02,5.6187023e+01,7.2272418e+02
188,1.1300084e+05,-6.2645961e+04,1.2600000e+04,-8.8393984e+00,5.3014935e+02,3.9965134e+01,5.3172705e+02
189,-2.6209146e+04,-5.9629094e+04,1.2600000e+04,1.4211727e+01,5.1643622e+02,2.9271610e+01,5.1746027e+02
190,-2.3182842e+04,-5.9629094e+04,1.2600000e+04,2.1472637e+01,6.8882117e+02,3.6464378e+01,6.9011975e+02
191,-2.0156539e+04,-5.9629094e+04,1.2600000e+04,2.0837530e+01,7.8215100e+02,3.2607807e+01,7.8310767e+02
192,-1.7130234e+04,-5.9629094e+04,1.2600000e+04,7.1436014e+00,8.0495007e+02,2.2832634e+01,8.0530548e+02
193,-1.4103930e+04,-5.9629094e+04,1.2600000e+04,-9.6691246e+00,8.1903699e+02,1.5218703e+01,8.1923541e+02
194,-1.1077625e+04,-5.9629094e+04,1.2600000e+04,-3.2219421e+01,8.1842322e+02,9.0463924e+00,8.1910712e+02
195,-8.0513203e+03,-5.9629094e+04,1.2600000e+04,-5.7212849e+01,8.1855841e+02,7.7979136e+00,8.2059247e+02
196,-5.0250176e+03,-5.9629094e+04,1.2600000e+04,-8.2332382e+01,8.2255969e+02,8.2523289e+00,8.2671106e+02
197,-1.9987129e+03,-5.9629094e+04,1.2600000e+04,-1.0626556e+02,8.1662573e+02,8.6704540e+00,8.2355640e+02
198,1.0275918e+03,-5.9629094e+04,1.2600000e+04,-1.2583212e+02,7.9909406e+02,8.8961506e+00,8.0898962e+02
199,4.0538965e+03,-5.9629094e+04,1.2600000e+04,-1.4238005e+02,7.9622955e+02,8.3302212e+00,8.0890228e+02
200,7.0802012e+03,-5.9629094e+04,1.2600000e+04,-1.5720085e+02,7.9965015e+02,6.9242835e+00,8.1498492e+02
201,1.0106506e+04,-5.9629094e+04,1.2600000e+04,-1.6645476e+02,8.0774976e+02,5.6620970e+00,8.2474176e+02
202,1.3132807e+04,-5.9629094e+04,1.2600000e+04,-1.7642719e+02,8.1983746e+02,2.6808810e+00,8.3861029e+02
203,1.6159111e+04,-5.9629094e+04,1.2600000e+04,-1.9864047e+02,8.3008008e+02,4.0075984e+00,8.5352625e+02
204,1.9185416e+04,-5.9629094e+04,1.2600000e+04,-2.2111073e+02,8.5443262e+02,-1.8768747e+00,8.8258063e+02
205,2.2211721e+04,-5.9629094e+04,1.2600000e+04,-2.4976913e+02,7.8826855e+02,-1.1782312e+00,8.2689380e+02
206,2.5238025e+04,-5.9629094e+04,1.2600000e+04,-2.6052225e+02,6.1001276e+02,-1.3852751e+00,6.6331689e+02
207,2.8264330e+04,-5.9629094e+04,1.2600000e+04,-1.0955429e+01,2.3040028e+01,9.9649060e-01,2.5531496e+01
