Length Units,centimeter
Node,X(cm),Y(cm),Z(cm),VX(cm/s),VY(cm/s),VZ(cm/s),(1) 속도 크기 - cm/s
14,1.3132807e+04,-7.1696563e+04,1.1400000e+04,-4.2174263e+01,9.8524829e+02,3.2365002e+01,9.8668152e+02
15,1.6159111e+04,-7.1696563e+04,1.1400000e+04,-5.6361382e+01,9.7987793e+02,2.9591446e+01,9.8194348e+02
16,1.9185416e+04,-7.1696563e+04,1.1400000e+04,-6.8686562e+01,9.7333429e+02,4.3530598e+01,9.7672534e+02
17,2.2211721e+04,-7.1696563e+04,1.1400000e+04,-7.6859474e+01,9.6126904e+02,5.7700329e+01,9.6606152e+02
18,2.5238025e+04,-7.1696563e+04,1.1400000e+04,-6.6501411e+01,9.5583331e+02,6.5797607e+01,9.6040045e+02
19,2.8264330e+04,-7.1696563e+04,1.1400000e+04,-4.4850906e+01,9.6187744e+02,5.1687561e+01,9.6430878e+02
20,3.1290635e+04,-7.1696563e+04,1.1400000e+04,-2.8098946e+01,9.6215308e+02,4.9556602e+01,9.6383813e+02
21,3.4316938e+04,-7.1696563e+04,1.1400000e+04,-1.8203514e+01,9.6120044e+02,3.3508568e+01,9.6195660e+02
22,3.7343242e+04,-7.1696563e+04,1.1400000e+04,-7.8751845e+00,9.6701312e+02,2.7848228e+01,9.6744604e+02
23,4.0369547e+04,-7.1696563e+04,1.1400000e+04,-4.7507300e+00,9.6956586e+02,4.0905491e+01,9.7044000e+02
24,4.3395852e+04,-7.1696563e+04,1.1400000e+04,-5.6088400e+00,9.6929034e+02,5.1112972e+01,9.7065326e+02
25,4.6422156e+04,-7.1696563e+04,1.1400000e+04,-6.0954804e+00,9.7355145e+02,2.7367489e+01,9.7395514e+02
26,4.9448461e+04,-7.1696563e+04,1.1400000e+04,-5.6680546e+00,9.6988452e+02,3.7454201e+01,9.7062402e+02
27,5.2474766e+04,-7.1696563e+04,1.1400000e+04,-2.7719285e+00,9.7024567e+02,4.4809269e+01,9.7128381e+02
28,5.5501070e+04,-7.1696563e+04,1.1400000e+04,2.0857360e+00,9.7243628e+02,3.0916264e+01,9.7292987e+02
29,5.8527375e+04,-7.1696563e+04,1.1400000e+04,5.6985712e+00,9.7651025e+02,3.9228733e+01,9.7731451e+02
30,6.1553680e+04,-7.1696563e+04,1.1400000e+04,8.8592215e+00,9.7283685e+02,4.3400387e+01,9.7384479e+02
31,6.4579984e+04,-7.1696563e+04,1.1400000e+04,6.2270308e+00,9.7916901e+02,4.1667648e+01,9.8007495e+02
32,6.7606289e+04,-7.1696563e+04,1.1400000e+04,2.8601277e+00,9.8014655e+02,3.0870415e+01,9.8063678e+02
33,7.0632594e+04,-7.1696563e+04,1.1400000e+04,2.2403269e+00,9.7571118e+02,3.1849289e+01,9.7623340e+02
34,7.3658898e+04,-7.1696563e+04,1.1400000e+04,9.5540488e-01,9.7710065e+02,3.2226582e+01,9.7763245e+02
35,7.6685203e+04,-7.1696563e+04,1.1400000e+04,-5.3259915e-01,9.7355353e+02,3.8989967e+01,9.7433411e+02
36,7.9711500e+04,-7.1696563e+04,1.1400000e+04,-2.2761610e+00,9.8000696e+02,2.6991657e+01,9.8038123e+02
37,8.2737805e+04,-7.1696563e+04,1.1400000e+04,-3.3121390e+00,9.8446100e+02,3.1840214e+01,9.8498132e+02
38,8.5764109e+04,-7.1696563e+04,1.1400000e+04,-1.3638784e+00,9.7662067e+02,4.0002193e+01,9.7744055e+02
39,8.8790414e+04,-7.1696563e+04,1.1400000e+04,1.6203332e+00,9.7675891e+02,3.3874329e+01,9.7734747e+02
40,9.1816719e+04,-7.1696563e+04,1.1400000e+04,3.7194009e+00,9.7798560e+02,3.1934433e+01,9.7851392e+02
41,9.4843023e+04,-7.1696563e+04,1.1400000e+04,5.3610964e+00,9.7376868e+02,4.0304588e+01,9.7461719e+02
42,9.7869328e+04,-7.1696563e+04,1.1400000e+04,2.3768010e+00,9.7997015e+02,3.0243153e+01,9.8043958e+02
43,1.0089563e+05,-7.1696563e+04,1.1400000e+04,-7.0695400e-01,9.7961218e+02,2.2381784e+01,9.7986804e+02
44,1.0392194e+05,-7.1696563e+04,1.1400000e+04,-4.8462896e+00,9.8128101e+02,2.3867561e+01,9.8158325e+02
45,1.0694823e+05,-7.1696563e+04,1.1400000e+04,-1.2994734e+01,9.7113464e+02,2.3883366e+01,9.7151520e+02
46,1.0997455e+05,-7.1696563e+04,1.1400000e+04,-2.4453152e+01,9.5899048e+02,3.1887039e+01,9.5983203e+02
47,1.1300084e+05,-7.1696563e+04,1.1400000e+04,-2.6723095e+01,8.9674384e+02,3.0702671e+01,8.9766711e+02
48,-2.6209146e+04,-6.8679695e+04,1.1400000e+04,3.6057632e+01,7.3276709e+02,4.7893616e+01,7.3521533e+02
49,-2.3182842e+04,-6.8679695e+04,1.1400000e+04,4.2307892e+01,8.6267316e+02,5.8534714e+01,8.6569122e+02
50,-2.0156539e+04,-6.8679695e+04,1.1400000e+04,2.6429039e+01,9.0675726e+02,5.2187431e+01,9.0864227e+02
51,-1.7130234e+04,-6.8679695e+04,1.1400000e+04,1.2552526e+01,9.1139374e+02,5.7093307e+01,9.1326654e+02
52,-1.4103930e+04,-6.8679695e+04,1.1400000e+04,-1.8734912e+00,9.2311047e+02,5.8543694e+01,9.2496692e+02
53,-1.1077625e+04,-6.8679695e+04,1.1400000e+04,-1.3240518e+01,9.2963293e+02,5.0709282e+01,9.3110907e+02
54,-8.0513203e+03,-6.8679695e+04,1.1400000e+04,-2.3810776e+01,9.2788635e+02,5.7176632e+01,9.2995117e+02
55,-5.0250176e+03,-6.8679695e+04,1.1400000e+04,-3.2605244e+01,9.2696924e+02,4.6982910e+01,9.2873163e+02
56,-1.9987129e+03,-6.8679695e+04,1.1400000e+04,-4.4801064e+01,9.1847784e+02,5.0214470e+01,9.2093982e+02
57,1.0275918e+03,-6.8679695e+04,1.1400000e+04,-5.5285088e+01,9.1641461e+02,5.2491997e+01,9.1958014e+02
58,4.0538965e+03,-6.8679695e+04,1.1400000e+04,-6.9544060e+01,9.3439722e+02,5.0507500e+01,9.3834192e+02
59,7.0802012e+03,-6.8679695e+04,1.1400000e+04,-8.4122208e+01,9.4330176e+02,5.8870804e+01,9.4887329e+02
60,1.0106506e+04,-6.8679695e+04,1.1400000e+04,-9.5921509e+01,9.5102539e+02,6.3564857e+01,9.5796179e+02
61,1.3132807e+04,-6.8679695e+04,1.1400000e+04,-1.1729933e+02,9.5007953e+02,6.7264351e+01,9.5965344e+02
62,1.6159111e+04,-6.8679695e+04,1.1400000e+04,-1.3997098e+02,9.3739136e+02,6.7671532e+01,9.5019678e+02
63,1.9185416e+04,-6.8679695e+04,1.1400000e+04,-1.6838373e+02,9.1250360e+02,8.1983932e+01,9.3152417e+02
64,2.2211721e+04,-6.8679695e+04,1.1400000e+04,-1.8181781e+02,8.7810541e+02,9.8540749e+01,9.0212921e+02
65,2.5238025e+04,-6.8679695e+04,1.1400000e+04,-1.6013425e+02,8.5408099e+02,1.0818893e+02,8.7567242e+02
66,2.8264330e+04,-6.8679695e+04,1.1400000e+04,-1.2632683e+02,8.4509375e+02,1.1140250e+02,8.6171478e+02
67,3.1290635e+04,-6.8679695e+04,1.1400000e+04,-7.8387581e+01,8.4695764e+02,1.0658812e+02,8.5722980e+02
68,3.4316938e+04,-6.8679695e+04,1.1400000e+04,-4.0754089e+01,8.6308026e+02,9.4541245e+01,8.6919879e+02
69,3.7343242e+04,-6.8679695e+04,1.1400000e+04,-1.8155899e+01,8.7936035e+02,8.1343246e+01,8.8330121e+02
70,4.0369547e+04,-6.8679695e+04,1.1400000e+04,-8.7568321e+00,9.0628668e+02,8.4384949e+01,9.1024890e+02
71,4.3395852e+04,-6.8679695e+04,1.1400000e+04,-1.2976250e+01,9.2411816e+02,8.4575165e+01,9.2807092e+02
72,4.6422156e+04,-6.8679695e+04,1.1400000e+04,-1.6267551e+01,9.1643958e+02,8.2846848e+01,9.2032043e+02
73,4.9448461e+04,-6.8679695e+04,1.1400000e+04,-1.4402273e+01,9.0555072e+02,8.1403061e+01,9.0931622e+02
74,5.2474766e+04,-6.8679695e+04,1.1400000e+04,-4.6939383e+00,8.9289703e+02,7.3855522e+01,8.9595862e+02
75,5.5501070e+04,-6.8679695e+04,1.1400000e+04,5.1753583e+00,8.9508002e+02,8.3010971e+01,8.9893597e+02
76,5.8527375e+04,-6.8679695e+04,1.1400000e+04,1.3902908e+01,9.0327130e+02,8.0450356e+01,9.0695349e+02
77,6.1553680e+04,-6.8679695e+04,1.1400000e+04,1.4921298e+01,9.1309833e+02,7.8539368e+01,9.1659131e+02
78,6.4579984e+04,-6.8679695e+04,1.1400000e+04,1.2492279e+01,9.1807013e+02,7.8756851e+01,9.2152667e+02
79,6.7606289e+04,-6.8679695e+04,1.1400000e+04,9.0989876e+00,9.1300891e+02,7.1211128e+01,9.1582697e+02
80,7.0632594e+04,-6.8679695e+04,1.1400000e+04,3.7172720e+00,9.2401971e+02,6.7584610e+01,9.2649554e+02
81,7.3658898e+04,-6.8679695e+04,1.1400000e+04,2.2429969e+00,9.3235168e+02,6.4133240e+01,9.3455750e+02
82,7.6685203e+04,-6.8679695e+04,1.1400000e+04,-3.0300956e+00,9.3709143e+02,6.3216141e+01,9.3922620e+02
83,7.9711500e+04,-6.8679695e+04,1.1400000e+04,-5.9920502e+00,9.2635120e+02,6.1307713e+01,9.2839703e+02
84,8.2737805e+04,-6.8679695e+04,1.1400000e+04,-5.6714945e+00,9.2100177e+02,6.0290806e+01,9.2299048e+02
85,8.5764109e+04,-6.8679695e+04,1.1400000e+04,-1.8077153e+00,9.1697144e+02,6.7381615e+01,9.1944556e+02
86,8.8790414e+04,-6.8679695e+04,1.1400000e+04,6.3871212e+00,9.1109027e+02,5.9977718e+01,9.1308466e+02
87,9.1816719e+04,-6.8679695e+04,1.1400000e+04,1.1117087e+01,9.2478284e+02,6.6003250e+01,9.2720184e+02
88,9.4843023e+04,-6.8679695e+04,1.1400000e+04,1.2539633e+01,9.2737872e+02,6.6523682e+01,9.2984619e+02
89,9.7869328e+04,-6.8679695e+04,1.1400000e+04,1.0769334e+01,9.2682190e+02,6.4626854e+01,9.2913477e+02
90,1.0089563e+05,-6.8679695e+04,1.1400000e+04,3.9548039e+00,9.3010571e+02,6.2004898e+01,9.3217859e+02
91,1.0392194e+05,-6.8679695e+04,1.1400000e+04,-5.2745557e+00,9.3177472e+02,6.7200104e+01,9.3420972e+02
92,1.0694823e+05,-6.8679695e+04,1.1400000e+04,-2.1362236e+01,9.1450183e+02,6.1464268e+01,9.1681396e+02
93,1.0997455e+05,-6.8679695e+04,1.1400000e+04,-3.7400127e+01,8.6544464e+02,6.5397964e+01,8.6871747e+02
94,1.1300084e+05,-6.8679695e+04,1.1400000e+04,-3.5017895e+01,7.5498657e+02,5.2161911e+01,7.5759613e+02
95,-2.6209146e+04,-6.5662828e+04,1.1400000e+04,3.1165766e+01,6.3910822e+02,4.9337997e+01,6.4176697e+02
96,-2.3182842e+04,-6.5662828e+04,1.1400000e+04,3.9699734e+01,7.7756641e+02,5.9068672e+01,7.8081665e+02
97,-2.0156539e+04,-6.5662828e+04,1.1400000e+04,3.5641987e+01,8.4316681e+02,5.1706696e+01,8.4550232e+02
98,-1.7130234e+04,-6.5662828e+04,1.1400000e+04,1.8900059e+01,8.5790540e+02,4.7313877e+01,8.5941693e+02
99,-1.4103930e+04,-6.5662828e+04,1.1400000e+04,2.8869915e-01,8.7237323e+02,4.2540642e+01,8.7340985e+02
100,-1.1077625e+04,-6.5662828e+04,1.1400000e+04,-1.7432493e+01,8.7637213e+02,4.1698624e+01,8.7753674e+02
101,-8.0513203e+03,-6.5662828e+04,1.1400000e+04,-3.3689087e+01,8.8165820e+02,3.9224487e+01,8.8317310e+02
102,-5.0250176e+03,-6.5662828e+04,1.1400000e+04,-5.0843636e+01,8.7713000e+02,3.6958149e+01,8.7937933e+02
103,-1.9987129e+03,-6.5662828e+04,1.1400000e+04,-6.5798630e+01,8.6479535e+02,3.7922134e+01,8.6812354e+02
104,1.0275918e+03,-6.5662828e+04,1.1400000e+04,-8.4396095e+01,8.7473157e+02,3.5135761e+01,8.7949561e+02
105,4.0538965e+03,-6.5662828e+04,1.1400000e+04,-1.0118715e+02,8.8028235e+02,3.5141815e+01,8.8677545e+02
106,7.0802012e+03,-6.5662828e+04,1.1400000e+04,-1.1642549e+02,8.8018665e+02,3.6612335e+01,8.8860779e+02
107,1.0106506e+04,-6.5662828e+04,1.1400000e+04,-1.3722925e+02,9.0691260e+02,4.4007698e+01,9.1829132e+02
108,1.3132807e+04,-6.5662828e+04,1.1400000e+04,-1.6229141e+02,9.1357782e+02,4.9790588e+01,9.2921582e+02
109,1.6159111e+04,-6.5662828e+04,1.1400000e+04,-1.9159131e+02,8.9469690e+02,5.2324074e+01,9.1647565e+02
110,1.9185416e+04,-6.5662828e+04,1.1400000e+04,-2.3455637e+02,8.6462085e+02,6.4637932e+01,8.9820038e+02
111,2.2211721e+04,-6.5662828e+04,1.1400000e+04,-2.7040067e+02,8.1605426e+02,7.8942780e+01,8.6330353e+02
112,2.5238025e+04,-6.5662828e+04,1.1400000e+04,-2.7991132e+02,7.6349762e+02,9.7863327e+01,8.1905817e+02
113,2.8264330e+04,-6.5662828e+04,1.1400000e+04,-2.2452974e+02,7.0650018e+02,1.2140447e+02,7.5119586e+02
114,3.1290635e+04,-6.5662828e+04,1.1400000e+04,-1.1364298e+02,6.9206769e+02,1.2180230e+02,7.1183441e+02
115,3.4316938e+04,-6.5662828e+04,1.1400000e+04,-4.3540455e+01,7.3736035e+02,1.0819648e+02,7.4652698e+02
116,3.7343242e+04,-6.5662828e+04,1.1400000e+04,-1.7801161e+01,7.9029236e+02,9.2660126e+01,7.9590497e+02
117,4.0369547e+04,-6.5662828e+04,1.1400000e+04,-1.7762991e+01,8.3917627e+02,8.8767937e+01,8.4404504e+02
118,4.3395852e+04,-6.5662828e+04,1.1400000e+04,-2.1672834e+01,8.6535297e+02,8.6297676e+01,8.6991534e+02
119,4.6422156e+04,-6.5662828e+04,1.1400000e+04,-2.4050102e+01,8.5266638e+02,9.3165276e+01,8.5807819e+02
120,4.9448461e+04,-6.5662828e+04,1.1400000e+04,-1.7559313e+01,8.1642767e+02,8.7650040e+01,8.2130682e+02
121,5.2474766e+04,-6.5662828e+04,1.1400000e+04,-6.5282025e+00,7.9211536e+02,8.6923965e+01,7.9689716e+02
122,5.5501070e+04,-6.5662828e+04,1.1400000e+04,7.6005974e+00,8.0424396e+02,8.9209930e+01,8.0921228e+02
123,5.8527375e+04,-6.5662828e+04,1.1400000e+04,1.5092012e+01,8.2106891e+02,8.7300613e+01,8.2583490e+02
124,6.1553680e+04,-6.5662828e+04,1.1400000e+04,1.6715919e+01,8.2746167e+02,7.9428680e+01,8.3143323e+02
125,6.4579984e+04,-6.5662828e+04,1.1400000e+04,1.1930771e+01,8.3646674e+02,7.3584076e+01,8.3978186e+02
126,6.7606289e+04,-6.5662828e+04,1.1400000e+04,5.1940022e+00,8.6187708e+02,7.4774567e+01,8.6513025e+02
127,7.0632594e+04,-6.5662828e+04,1.1400000e+04,2.1735723e+00,8.6235022e+02,6.2932629e+01,8.6464624e+02
128,7.3658898e+04,-6.5662828e+04,1.1400000e+04,-2.2640538e+00,8.8690442e+02,6.7790512e+01,8.8949432e+02
129,7.6685203e+04,-6.5662828e+04,1.1400000e+04,-6.4064550e+00,8.8926617e+02,6.4163658e+01,8.9160101e+02
130,7.9711500e+04,-6.5662828e+04,1.1400000e+04,-9.5010910e+00,8.6885657e+02,6.1772511e+01,8.7110150e+02
131,8.2737805e+04,-6.5662828e+04,1.1400000e+04,-7.1888366e+00,8.5379041e+02,6.3182697e+01,8.5615527e+02
132,8.5764109e+04,-6.5662828e+04,1.1400000e+04,1.3992424e+00,8.2830890e+02,5.9463463e+01,8.3044171e+02
133,8.8790414e+04,-6.5662828e+04,1.1400000e+04,1.2132222e+01,8.2256464e+02,5.8964935e+01,8.2476459e+02
134,9.1816719e+04,-6.5662828e+04,1.1400000e+04,1.9670465e+01,8.4571539e+02,6.1372925e+01,8.4816748e+02
135,9.4843023e+04,-6.5662828e+04,1.1400000e+04,2.4927496e+01,8.6338123e+02,6.7402779e+01,8.6636688e+02
136,9.7869328e+04,-6.5662828e+04,1.1400000e+04,2.1572712e+01,8.6018884e+02,5.8245205e+01,8.6242841e+02
137,1.0089563e+05,-6.5662828e+04,1.1400000e+04,1.2939066e+01,8.6139294e+02,5.7466499e+01,8.6340466e+02
138,1.0392194e+05,-6.5662828e+04,1.1400000e+04,1.2099807e+00,8.7388428e+02,6.9183105e+01,8.7661938e+02
139,1.0694823e+05,-6.5662828e+04,1.1400000e+04,-2.0840120e+01,8.5041656e+02,6.5528603e+01,8.5319202e+02
140,1.0997455e+05,-6.5662828e+04,1.1400000e+04,-2.6445503e+01,7.7065973e+02,6.3736813e+01,7.7374298e+02
141,1.1300084e+05,-6.5662828e+04,1.1400000e+04,-2.3802017e+01,6.3834900e+02,5.2376812e+01,6.4093628e+02
142,-2.6209146e+04,-6.2645961e+04,1.1400000e+04,2.3165379e+01,5.6028473e+02,4.4876133e+01,5.6255621e+02
143,-2.3182842e+04,-6.2645961e+04,1.1400000e+04,3.5272179e+01,7.2881384e+02,5.6574219e+01,7.3185681e+02
144,-2.0156539e+04,-6.2645961e+04,1.1400000e+04,3.3204029e+01,8.0378589e+02,4.7510696e+01,8.0587311e+02
145,-1.7130234e+04,-6.2645961e+04,1.1400000e+04,2.0131723e+01,8.3447797e+02,3.7941116e+01,8.3558264e+02
146,-1.4103930e+04,-6.2645961e+04,1.1400000e+04,-8.3935994e-01,8.4712012e+02,2.9650129e+01,8.4763928e+02
147,-1.1077625e+04,-6.2645961e+04,1.1400000e+04,-2.2193413e+01,8.4353326e+02,2.3338869e+01,8.4414789e+02
148,-8.0513203e+03,-6.2645961e+04,1.1400000e+04,-4.6669136e+01,8.5250085e+02,2.2130772e+01,8.5406409e+02
149,-5.0250176e+03,-6.2645961e+04,1.1400000e+04,-6.8245773e+01,8.4894934e+02,2.1154442e+01,8.5195068e+02
150,-1.9987129e+03,-6.2645961e+04,1.1400000e+04,-8.8655739e+01,8.3157050e+02,2.0184097e+01,8.3652655e+02
151,1.0275918e+03,-6.2645961e+04,1.1400000e+04,-1.0823384e+02,8.3429846e+02,2.0508429e+01,8.4153973e+02
152,4.0538965e+03,-6.2645961e+04,1.1400000e+04,-1.2554017e+02,8.3807141e+02,1.9493309e+01,8.4764618e+02
153,7.0802012e+03,-6.2645961e+04,1.1400000e+04,-1.3905283e+02,8.3335577e+02,1.7083441e+01,8.4504999e+02
154,1.0106506e+04,-6.2645961e+04,1.1400000e+04,-1.6074255e+02,8.5510010e+02,2.0319763e+01,8.7031445e+02
155,1.3132807e+04,-6.2645961e+04,1.1400000e+04,-1.8460744e+02,8.6773999e+02,2.6039782e+01,8.8754193e+02
156,1.6159111e+04,-6.2645961e+04,1.1400000e+04,-2.0806297e+02,8.6360175e+02,2.9335236e+01,8.8879626e+02
157,1.9185416e+04,-6.2645961e+04,1.1400000e+04,-2.5664572e+02,8.5371924e+02,3.4350185e+01,8.9212305e+02
158,2.2211721e+04,-6.2645961e+04,1.1400000e+04,-3.0566531e+02,8.3632776e+02,3.5396111e+01,8.9113873e+02
159,2.5238025e+04,-6.2645961e+04,1.1400000e+04,-3.8394049e+02,7.3176398e+02,5.0455284e+01,8.2790973e+02
160,2.8264330e+04,-6.2645961e+04,1.1400000e+04,-3.1467627e+02,5.2035858e+02,8.5975632e+01,6.1415472e+02
161,3.1290635e+04,-6.2645961e+04,1.1400000e+04,-1.0495393e+02,3.9548303e+02,1.0383719e+02,4.2214252e+02
162,3.4316938e+04,-6.2645961e+04,1.1400000e+04,-1.4134386e+00,6.0080042e+02,1.1523957e+02,6.1175427e+02
163,3.7343242e+04,-6.2645961e+04,1.1400000e+04,-2.8361723e+01,7.2518158e+02,1.0505178e+02,7.3329980e+02
164,4.0369547e+04,-6.2645961e+04,1.1400000e+04,-3.8612186e+01,7.8037915e+02,1.0140204e+02,7.8788635e+02
165,4.3395852e+04,-6.2645961e+04,1.1400000e+04,-4.7943714e+01,8.1189917e+02,1.0548676e+02,8.2012579e+02
166,4.6422156e+04,-6.2645961e+04,1.1400000e+04,-2.5971970e+01,7.8304272e+02,1.0166932e+02,7.9004248e+02
167,4.9448461e+04,-6.2645961e+04,1.1400000e+04,-1.2778560e+01,7.3597766e+02,9.9967247e+01,7.4284583e+02
168,5.2474766e+04,-6.2645961e+04,1.1400000e+04,6.4683695e+00,7.4241968e+02,1.0383152e+02,7.4967316e+02
169,5.5501070e+04,-6.2645961e+04,1.1400000e+04,1.1359177e+01,7.4972357e+02,1.0368245e+02,7.5694421e+02
170,5.8527375e+04,-6.2645961e+04,1.1400000e+04,1.7163376e+01,7.4252795e+02,9.9222099e+01,7.4932458e+02
171,6.1553680e+04,-6.2645961e+04,1.1400000e+04,1.2743549e+01,7.7958490e+02,9.1593750e+01,7.8505060e+02
172,6.4579984e+04,-6.2645961e+04,1.1400000e+04,3.9896193e+00,8.0027655e+02,9.1923157e+01,8.0554852e+02
173,6.7606289e+04,-6.2645961e+04,1.1400000e+04,-6.2734752e+00,8.1746692e+02,8.4461647e+01,8.2184265e+02
174,7.0632594e+04,-6.2645961e+04,1.1400000e+04,-1.0876150e+01,8.1007263e+02,7.7516975e+01,8.1384570e+02
175,7.3658898e+04,-6.2645961e+04,1.1400000e+04,-1.2023693e+01,8.3782288e+02,7.5205505e+01,8.4127740e+02
176,7.6685203e+04,-6.2645961e+04,1.1400000e+04,-1.4588175e+01,8.3851923e+02,7.0951775e+01,8.4164209e+02
177,7.9711500e+04,-6.2645961e+04,1.1400000e+04,-1.4928612e+01,8.2463110e+02,6.9501312e+01,8.2768939e+02
178,8.2737805e+04,-6.2645961e+04,1.1400000e+04,-9.9457493e+00,7.9388916e+02,6.9404579e+01,7.9697925e+02
179,8.5764109e+04,-6.2645961e+04,1.1400000e+04,1.6918900e+00,7.6370526e+02,7.0807495e+01,7.6698260e+02
180,8.8790414e+04,-6.2645961e+04,1.1400000e+04,2.0493977e+01,7.5631183e+02,6.6183609e+01,7.5947864e+02
181,9.1816719e+04,-6.2645961e+04,1.1400000e+04,3.8501003e+01,7.7706958e+02,7.2084396e+01,7.8135498e+02
182,9.4843023e+04,-6.2645961e+04,1.1400000e+04,4.6048279e+01,7.9838422e+02,7.1038376e+01,8.0286005e+02
183,9.7869328e+04,-6.2645961e+04,1.1400000e+04,4.6067757e+01,8.1025305e+02,6.3932014e+01,8.1407587e+02
184,1.0089563e+05,-6.2645961e+04,1.1400000e+04,3.5991322e+01,8.1904932e+02,6.8467804e+01,8.2269373e+02
185,1.0392194e+05,-6.2645961e+04,1.1400000e+04,2.1212196e+01,8.3373102e+02,7.4416473e+01,8.3731427e+02
186,1.0694823e+05,-6.2645961e+04,1.1400000e+04,2.0934391e+00,8.1864453e+02,7.0963982e+01,8.2171716e+02
187,1.0997455e+05,-6.2645961e+04,1.1400000e+04,-1.2948836e+01,7.3911047e+02,7.4202667e+01,7.4293878e+02
188,1.1300084e+05,-6.2645961e+04,1.1400000e+04,-1.0867367e+01,5.2669800e+02,4.9397957e+01,5.2912097e+02
189,-2.6209146e+04,-5.9629094e+04,1.1400000e+04,1.7650213e+01,5.4041528e+02,4.3020470e+01,5.4241217e+02
190,-2.3182842e+04,-5.9629094e+04,1.1400000e+04,2.8509783e+01,7.0028174e+02,5.1736259e+01,7.0276874e+02
191,-2.0156539e+04,-5.9629094e+04,1.1400000e+04,2.8537638e+01,7.7768640e+02,4.0025063e+01,7.7923840e+02
192,-1.7130234e+04,-5.9629094e+04,1.1400000e+04,1.4185579e+01,8.1622522e+02,2.8939756e+01,8.1686127e+02
193,-1.4103930e+04,-5.9629094e+04,1.1400000e+04,-8.0573444e+00,8.4614490e+02,1.8036629e+01,8.4637549e+02
194,-1.1077625e+04,-5.9629094e+04,1.1400000e+04,-3.1980148e+01,8.4228125e+02,1.2248971e+01,8.4297717e+02
195,-8.0513203e+03,-5.9629094e+04,1.1400000e+04,-5.7744820e+01,8.3835742e+02,9.7974539e+00,8.4040088e+02
196,-5.0250176e+03,-5.9629094e+04,1.1400000e+04,-8.5141754e+01,8.3629419e+02,9.6141491e+00,8.4067212e+02
197,-1.9987129e+03,-5.9629094e+04,1.1400000e+04,-1.0968738e+02,8.3168677e+02,1.0282230e+01,8.3895166e+02
198,1.0275918e+03,-5.9629094e+04,1.1400000e+04,-1.3137805e+02,8.2105078e+02,1.0544969e+01,8.3156226e+02
199,4.0538965e+03,-5.9629094e+04,1.1400000e+04,-1.4999387e+02,8.1874158e+02,1.0227709e+01,8.3243054e+02
200,7.0802012e+03,-5.9629094e+04,1.1400000e+04,-1.6421910e+02,8.2324646e+02,9.1432695e+00,8.3951550e+02
201,1.0106506e+04,-5.9629094e+04,1.1400000e+04,-1.7627797e+02,8.3194482e+02,8.3801699e+00,8.5045654e+02
202,1.3132807e+04,-5.9629094e+04,1.1400000e+04,-1.8499301e+02,8.3835083e+02,5.3342209e+00,8.5853540e+02
203,1.6159111e+04,-5.9629094e+04,1.1400000e+04,-1.9557851e+02,8.2298627e+02,2.3547430e+00,8.4590948e+02
204,1.9185416e+04,-5.9629094e+04,1.1400000e+04,-2.2036473e+02,8.3166321e+02,-6.0353851e+00,8.6038409e+02
205,2.2211721e+04,-5.9629094e+04,1.1400000e+04,-2.4575816e+02,8.0047064e+02,-8.2092829e+00,8.3738739e+02
206,2.5238025e+04,-5.9629094e+04,1.1400000e+04,-2.7839191e+02,6.5402441e+02,-3.0975914e+00,7.1081616e+02
207,2.8264330e+04,-5.9629094e+04,1.1400000e+04,-1.0299033e+01,2.4214882e+01,-7.9562888e-02,2.6314198e+01
