Length Units,centimeter
Node,X(cm),Y(cm),Z(cm),VX(cm/s),VY(cm/s),VZ(cm/s),(1) 속도 크기 - cm/s
60,1.0106506e+04,-6.8679695e+04,1.6100000e+04,-8.1515991e+01,8.7607843e+02,-8.2327805e+00,8.7990118e+02
61,1.3132807e+04,-6.8679695e+04,1.6100000e+04,-9.6538567e+01,8.6720142e+02,-2.5095985e+00,8.7256195e+02
62,1.6159111e+04,-6.8679695e+04,1.6100000e+04,-1.2102841e+02,8.7194043e+02,1.3704897e+00,8.8030103e+02
63,1.9185416e+04,-6.8679695e+04,1.6100000e+04,-1.4093593e+02,8.6243616e+02,5.8494096e+00,8.7389545e+02
64,2.2211721e+04,-6.8679695e+04,1.6100000e+04,-1.5996086e+02,8.2404529e+02,1.7426199e+01,8.3960815e+02
65,2.5238025e+04,-6.8679695e+04,1.6100000e+04,-1.5641568e+02,8.3587811e+02,2.2799334e+01,8.5069263e+02
66,2.8264330e+04,-6.8679695e+04,1.6100000e+04,-1.3144260e+02,8.3179529e+02,3.1338997e+01,8.4269958e+02
67,3.1290635e+04,-6.8679695e+04,1.6100000e+04,-8.3606461e+01,8.1210596e+02,3.3687103e+01,8.1709296e+02
68,3.4316938e+04,-6.8679695e+04,1.6100000e+04,-4.9348083e+01,8.2152332e+02,2.3548597e+01,8.2334100e+02
69,3.7343242e+04,-6.8679695e+04,1.6100000e+04,-2.5661356e+01,8.3085071e+02,1.7549749e+01,8.3143213e+02
70,4.0369547e+04,-6.8679695e+04,1.6100000e+04,-1.3392171e+01,8.4722284e+02,1.6151573e+01,8.4748260e+02
71,4.3395852e+04,-6.8679695e+04,1.6100000e+04,-1.2041492e+01,8.6032306e+02,1.0193411e+01,8.6046765e+02
72,4.6422156e+04,-6.8679695e+04,1.6100000e+04,-1.4564926e+01,8.5536975e+02,7.9475360e+00,8.5553070e+02
73,4.9448461e+04,-6.8679695e+04,1.6100000e+04,-1.2989364e+01,8.2576599e+02,5.0316238e+00,8.2588348e+02
74,5.2474766e+04,-6.8679695e+04,1.6100000e+04,-6.6540051e+00,8.2603723e+02,1.0627104e+01,8.2613239e+02
75,5.5501070e+04,-6.8679695e+04,1.6100000e+04,2.7884715e+00,8.2091559e+02,6.0915093e+00,8.2094293e+02
76,5.8527375e+04,-6.8679695e+04,1.6100000e+04,8.2599297e+00,8.1345721e+02,4.6273127e+00,8.1351233e+02
77,6.1553680e+04,-6.8679695e+04,1.6100000e+04,9.9995880e+00,8.2962524e+02,7.2938342e+00,8.2971759e+02
78,6.4579984e+04,-6.8679695e+04,1.6100000e+04,8.6918297e+00,8.4122321e+02,6.2649050e+00,8.4129144e+02
79,6.7606289e+04,-6.8679695e+04,1.6100000e+04,4.5190988e+00,8.3407172e+02,1.5324447e+00,8.3408539e+02
80,7.0632594e+04,-6.8679695e+04,1.6100000e+04,1.3595502e+00,8.4884888e+02,-2.3213971e+00,8.4885315e+02
81,7.3658898e+04,-6.8679695e+04,1.6100000e+04,-2.6223928e-01,8.3191016e+02,-3.5570512e+00,8.3191779e+02
82,7.6685203e+04,-6.8679695e+04,1.6100000e+04,-2.8302860e+00,8.4937476e+02,-6.8355136e+00,8.4940698e+02
83,7.9711500e+04,-6.8679695e+04,1.6100000e+04,-4.1482086e+00,8.3994653e+02,-8.9032650e+00,8.4000397e+02
84,8.2737805e+04,-6.8679695e+04,1.6100000e+04,-3.6315928e+00,8.4092371e+02,-7.0585032e+00,8.4096118e+02
85,8.5764109e+04,-6.8679695e+04,1.6100000e+04,7.3471123e-01,8.3009619e+02,-5.0684690e+00,8.3011200e+02
86,8.8790414e+04,-6.8679695e+04,1.6100000e+04,7.2103448e+00,8.4677472e+02,1.0376751e-02,8.4680542e+02
87,9.1816719e+04,-6.8679695e+04,1.6100000e+04,1.0129800e+01,8.6493951e+02,-1.1960864e-01,8.6499884e+02
88,9.4843023e+04,-6.8679695e+04,1.6100000e+04,9.8177795e+00,8.6481726e+02,1.1318376e+00,8.6487372e+02
89,9.7869328e+04,-6.8679695e+04,1.6100000e+04,6.5986490e+00,8.5324762e+02,-1.9848925e+00,8.5327545e+02
90,1.0089563e+05,-6.8679695e+04,1.6100000e+04,3.8955039e-01,8.7255927e+02,-3.8935249e+00,8.7256805e+02
91,1.0392194e+05,-6.8679695e+04,1.6100000e+04,-7.6884398e+00,8.6673682e+02,-4.0380197e+00,8.6678033e+02
92,1.0694823e+05,-6.8679695e+04,1.6100000e+04,-1.9243162e+01,8.6572363e+02,-1.7958733e-01,8.6593756e+02
93,1.0997455e+05,-6.8679695e+04,1.6100000e+04,-2.8401188e+01,8.2570459e+02,-3.8983760e+00,8.2620209e+02
94,1.1300084e+05,-6.8679695e+04,1.6100000e+04,-2.7200354e+01,7.3246167e+02,-3.7129278e+00,7.3297601e+02
95,-2.6209146e+04,-6.5662828e+04,1.6100000e+04,2.2651167e+01,5.8366150e+02,-1.2362781e+00,5.8410217e+02
96,-2.3182842e+04,-6.5662828e+04,1.6100000e+04,3.0320110e+01,7.1247357e+02,3.2311263e+00,7.1312573e+02
97,-2.0156539e+04,-6.5662828e+04,1.6100000e+04,2.3038055e+01,7.4432135e+02,2.6250234e+00,7.4468237e+02
98,-1.7130234e+04,-6.5662828e+04,1.6100000e+04,1.0169104e+01,7.3849542e+02,-4.4920063e+00,7.3857910e+02
99,-1.4103930e+04,-6.5662828e+04,1.6100000e+04,-2.4768324e+00,7.3526752e+02,-2.2324343e+00,7.3527509e+02
100,-1.1077625e+04,-6.5662828e+04,1.6100000e+04,-1.7015953e+01,7.4354761e+02,-9.2989931e+00,7.4380048e+02
101,-8.0513203e+03,-6.5662828e+04,1.6100000e+04,-2.8433136e+01,7.4424451e+02,-5.4477911e+00,7.4480737e+02
102,-5.0250176e+03,-6.5662828e+04,1.6100000e+04,-4.2832890e+01,7.4366748e+02,-2.6982758e+00,7.4490485e+02
103,-1.9987129e+03,-6.5662828e+04,1.6100000e+04,-5.8359135e+01,7.2841174e+02,-4.8800187e+00,7.3076215e+02
104,1.0275918e+03,-6.5662828e+04,1.6100000e+04,-7.3791374e+01,7.3926556e+02,-4.9031124e+00,7.4295544e+02
105,4.0538965e+03,-6.5662828e+04,1.6100000e+04,-8.4210281e+01,7.4764020e+02,-6.4652777e+00,7.5239557e+02
106,7.0802012e+03,-6.5662828e+04,1.6100000e+04,-9.1509880e+01,7.6887146e+02,-7.8339281e+00,7.7433765e+02
107,1.0106506e+04,-6.5662828e+04,1.6100000e+04,-1.1019594e+02,7.7107617e+02,-4.1318069e+00,7.7892145e+02
108,1.3132807e+04,-6.5662828e+04,1.6100000e+04,-1.3499310e+02,7.9357855e+02,-2.8139868e+00,8.0498322e+02
109,1.6159111e+04,-6.5662828e+04,1.6100000e+04,-1.5725375e+02,7.9252893e+02,3.1387234e+00,8.0798560e+02
110,1.9185416e+04,-6.5662828e+04,1.6100000e+04,-1.8838779e+02,7.9889722e+02,3.4429827e+00,8.2081580e+02
111,2.2211721e+04,-6.5662828e+04,1.6100000e+04,-2.2535651e+02,7.6422192e+02,1.4681844e+01,7.9689160e+02
112,2.5238025e+04,-6.5662828e+04,1.6100000e+04,-2.2713820e+02,7.4279675e+02,3.4487103e+01,7.7751404e+02
113,2.8264330e+04,-6.5662828e+04,1.6100000e+04,-1.9273447e+02,7.2378760e+02,5.9310387e+01,7.5135400e+02
114,3.1290635e+04,-6.5662828e+04,1.6100000e+04,-1.2808058e+02,6.9634296e+02,6.4386093e+01,7.1094562e+02
115,3.4316938e+04,-6.5662828e+04,1.6100000e+04,-6.7011055e+01,7.1586731e+02,5.1926102e+01,7.2086945e+02
116,3.7343242e+04,-6.5662828e+04,1.6100000e+04,-3.7401859e+01,7.3212207e+02,3.4176743e+01,7.3387305e+02
117,4.0369547e+04,-6.5662828e+04,1.6100000e+04,-2.6468540e+01,7.5935754e+02,2.9181614e+01,7.6037885e+02
118,4.3395852e+04,-6.5662828e+04,1.6100000e+04,-1.9837547e+01,7.7839532e+02,2.9822601e+01,7.7921893e+02
119,4.6422156e+04,-6.5662828e+04,1.6100000e+04,-1.9616985e+01,7.8397186e+02,3.4351429e+01,7.8496924e+02
120,4.9448461e+04,-6.5662828e+04,1.6100000e+04,-1.3537551e+01,7.4268396e+02,3.1493837e+01,7.4347467e+02
121,5.2474766e+04,-6.5662828e+04,1.6100000e+04,-5.4893827e+00,7.1125061e+02,2.5515137e+01,7.1172931e+02
122,5.5501070e+04,-6.5662828e+04,1.6100000e+04,4.6991696e+00,7.3239319e+02,2.2569813e+01,7.3275592e+02
123,5.8527375e+04,-6.5662828e+04,1.6100000e+04,9.0730677e+00,7.2845020e+02,2.0443565e+01,7.2879346e+02
124,6.1553680e+04,-6.5662828e+04,1.6100000e+04,8.7596502e+00,7.2692688e+02,2.2879007e+01,7.2733960e+02
125,6.4579984e+04,-6.5662828e+04,1.6100000e+04,5.2861581e+00,7.4596820e+02,2.1372152e+01,7.4629303e+02
126,6.7606289e+04,-6.5662828e+04,1.6100000e+04,-1.8972421e-01,7.5279279e+02,1.0880342e+01,7.5287146e+02
127,7.0632594e+04,-6.5662828e+04,1.6100000e+04,-2.6805818e+00,7.4316180e+02,8.5369577e+00,7.4321564e+02
128,7.3658898e+04,-6.5662828e+04,1.6100000e+04,-3.5072768e+00,7.7144800e+02,7.8643398e+00,7.7149609e+02
129,7.6685203e+04,-6.5662828e+04,1.6100000e+04,-5.3636346e+00,7.2657019e+02,-1.3735723e-01,7.2658997e+02
130,7.9711500e+04,-6.5662828e+04,1.6100000e+04,-5.1592360e+00,7.1776459e+02,7.3529673e+00,7.1782080e+02
131,8.2737805e+04,-6.5662828e+04,1.6100000e+04,-3.3400497e+00,7.1137506e+02,9.3238935e+00,7.1144397e+02
132,8.5764109e+04,-6.5662828e+04,1.6100000e+04,1.8043382e+00,7.1834265e+02,1.2416877e+01,7.1845221e+02
133,8.8790414e+04,-6.5662828e+04,1.6100000e+04,9.9619856e+00,7.4672791e+02,1.2287587e+01,7.4689545e+02
134,9.1816719e+04,-6.5662828e+04,1.6100000e+04,1.6093611e+01,7.6354791e+02,1.1604837e+01,7.6380566e+02
135,9.4843023e+04,-6.5662828e+04,1.6100000e+04,1.8411640e+01,7.8173889e+02,1.1569498e+01,7.8204126e+02
136,9.7869328e+04,-6.5662828e+04,1.6100000e+04,2.0172195e+01,7.6606940e+02,5.8737187e+00,7.6635748e+02
137,1.0089563e+05,-6.5662828e+04,1.6100000e+04,1.1990597e+01,7.6538812e+02,9.7700691e+00,7.6554437e+02
138,1.0392194e+05,-6.5662828e+04,1.6100000e+04,1.8099697e+00,7.6754346e+02,1.1318911e+01,7.6762903e+02
139,1.0694823e+05,-6.5662828e+04,1.6100000e+04,-1.0803992e+01,7.6922784e+02,9.4004965e+00,7.6936121e+02
140,1.0997455e+05,-6.5662828e+04,1.6100000e+04,-1.9355194e+01,7.3002686e+02,7.4272966e+00,7.3032117e+02
141,1.1300084e+05,-6.5662828e+04,1.6100000e+04,-1.7013149e+01,6.0357568e+02,1.9733770e+00,6.0381860e+02
142,-2.6209146e+04,-6.2645961e+04,1.6100000e+04,1.5832653e+01,5.1071344e+02,6.1335611e+00,5.1099561e+02
143,-2.3182842e+04,-6.2645961e+04,1.6100000e+04,2.1634800e+01,6.4040222e+02,6.7122412e+00,6.4080273e+02
144,-2.0156539e+04,-6.2645961e+04,1.6100000e+04,1.9281530e+01,6.9394690e+02,8.5106678e+00,6.9426691e+02
145,-1.7130234e+04,-6.2645961e+04,1.6100000e+04,8.0634737e+00,6.6698828e+02,-6.0642517e-01,6.6703729e+02
146,-1.4103930e+04,-6.2645961e+04,1.6100000e+04,-4.4235306e+00,6.8117670e+02,-2.9961512e+00,6.8119763e+02
147,-1.1077625e+04,-6.2645961e+04,1.6100000e+04,-2.0562529e+01,6.8606421e+02,-6.7775722e+00,6.8640576e+02
148,-8.0513203e+03,-6.2645961e+04,1.6100000e+04,-3.5513355e+01,6.8702100e+02,-6.2892118e+00,6.8796698e+02
149,-5.0250176e+03,-6.2645961e+04,1.6100000e+04,-5.3623398e+01,6.8707782e+02,-5.8693881e+00,6.8919214e+02
150,-1.9987129e+03,-6.2645961e+04,1.6100000e+04,-7.4519089e+01,6.8642181e+02,-3.9577122e+00,6.9046625e+02
151,1.0275918e+03,-6.2645961e+04,1.6100000e+04,-8.7051659e+01,6.6451807e+02,-7.0596318e+00,6.7023285e+02
152,4.0538965e+03,-6.2645961e+04,1.6100000e+04,-9.9514908e+01,6.7329895e+02,-9.6837702e+00,6.8068237e+02
153,7.0802012e+03,-6.2645961e+04,1.6100000e+04,-1.1112736e+02,6.8870782e+02,-9.9894962e+00,6.9768726e+02
154,1.0106506e+04,-6.2645961e+04,1.6100000e+04,-1.2644742e+02,6.9337280e+02,-1.0027499e+01,7.0487964e+02
155,1.3132807e+04,-6.2645961e+04,1.6100000e+04,-1.4874785e+02,7.2833685e+02,-1.1306828e+01,7.4345703e+02
156,1.6159111e+04,-6.2645961e+04,1.6100000e+04,-1.7438608e+02,7.4600873e+02,-6.4925923e+00,7.6614728e+02
157,1.9185416e+04,-6.2645961e+04,1.6100000e+04,-2.0821594e+02,7.6523212e+02,-3.4330840e+00,7.9306110e+02
158,2.2211721e+04,-6.2645961e+04,1.6100000e+04,-2.6212299e+02,7.3891589e+02,4.3636031e+00,7.8404346e+02
159,2.5238025e+04,-6.2645961e+04,1.6100000e+04,-2.9596176e+02,6.8356927e+02,3.3298103e+01,7.4563330e+02
160,2.8264330e+04,-6.2645961e+04,1.6100000e+04,-2.4381995e+02,6.1147754e+02,8.3981926e+01,6.6363086e+02
161,3.1290635e+04,-6.2645961e+04,1.6100000e+04,-1.3809866e+02,5.6534241e+02,1.0527682e+02,5.9141058e+02
162,3.4316938e+04,-6.2645961e+04,1.6100000e+04,-6.1934551e+01,6.2491528e+02,7.7875580e+01,6.3278717e+02
163,3.7343242e+04,-6.2645961e+04,1.6100000e+04,-5.4822311e+01,6.8558972e+02,5.1878578e+01,6.8973193e+02
164,4.0369547e+04,-6.2645961e+04,1.6100000e+04,-4.7813335e+01,6.9848273e+02,4.3483238e+01,7.0146637e+02
165,4.3395852e+04,-6.2645961e+04,1.6100000e+04,-3.8399826e+01,7.1252869e+02,4.2850212e+01,7.1484808e+02
166,4.6422156e+04,-6.2645961e+04,1.6100000e+04,-1.8592442e+01,7.1389856e+02,4.6255142e+01,7.1563702e+02
167,4.9448461e+04,-6.2645961e+04,1.6100000e+04,-4.9949160e+00,6.7724463e+02,4.0782890e+01,6.7848987e+02
168,5.2474766e+04,-6.2645961e+04,1.6100000e+04,6.8371191e+00,6.9056641e+02,3.9893318e+01,6.9175153e+02
169,5.5501070e+04,-6.2645961e+04,1.6100000e+04,9.6395741e+00,6.9830188e+02,3.6783096e+01,6.9933643e+02
170,5.8527375e+04,-6.2645961e+04,1.6100000e+04,9.4458122e+00,6.6385168e+02,3.2896660e+01,6.6473340e+02
171,6.1553680e+04,-6.2645961e+04,1.6100000e+04,2.5309126e+00,6.8679877e+02,3.8097988e+01,6.8785931e+02
172,6.4579984e+04,-6.2645961e+04,1.6100000e+04,-4.8623595e+00,6.8036633e+02,2.8852112e+01,6.8099518e+02
173,6.7606289e+04,-6.2645961e+04,1.6100000e+04,-1.0468734e+01,6.8760406e+02,2.5345608e+01,6.8815070e+02
174,7.0632594e+04,-6.2645961e+04,1.6100000e+04,-1.4075042e+01,6.6483868e+02,2.6800333e+01,6.6552747e+02
175,7.3658898e+04,-6.2645961e+04,1.6100000e+04,-1.2979902e+01,6.6601166e+02,1.6783751e+01,6.6634955e+02
176,7.6685203e+04,-6.2645961e+04,1.6100000e+04,-1.1685016e+01,6.7251074e+02,1.6008797e+01,6.7280273e+02
177,7.9711500e+04,-6.2645961e+04,1.6100000e+04,-9.0341501e+00,6.4279980e+02,1.9728983e+01,6.4316595e+02
178,8.2737805e+04,-6.2645961e+04,1.6100000e+04,-6.0899863e+00,6.7998645e+02,2.2598289e+01,6.8038910e+02
179,8.5764109e+04,-6.2645961e+04,1.6100000e+04,3.1542149e+00,6.6207922e+02,2.1415857e+01,6.6243298e+02
180,8.8790414e+04,-6.2645961e+04,1.6100000e+04,1.5387572e+01,6.7725958e+02,2.4147558e+01,6.7786456e+02
181,9.1816719e+04,-6.2645961e+04,1.6100000e+04,2.9621603e+01,6.9613428e+02,2.2987991e+01,6.9714331e+02
182,9.4843023e+04,-6.2645961e+04,1.6100000e+04,3.5727394e+01,7.0021844e+02,1.7903765e+01,7.0135785e+02
183,9.7869328e+04,-6.2645961e+04,1.6100000e+04,3.9465485e+01,7.1127045e+02,1.6613958e+01,7.1255823e+02
184,1.0089563e+05,-6.2645961e+04,1.6100000e+04,3.3216785e+01,7.0231995e+02,1.9323694e+01,7.0337048e+02
185,1.0392194e+05,-6.2645961e+04,1.6100000e+04,1.9978849e+01,7.2653247e+02,2.1658291e+01,7.2712970e+02
186,1.0694823e+05,-6.2645961e+04,1.6100000e+04,7.4260159e+00,7.1407898e+02,2.4603085e+01,7.1454126e+02
187,1.0997455e+05,-6.2645961e+04,1.6100000e+04,-4.8372674e+00,6.8191870e+02,1.8019077e+01,6.8217389e+02
188,1.1300084e+05,-6.2645961e+04,1.6100000e+04,-7.1345048e+00,5.4110974e+02,1.0805986e+01,5.4126465e+02
189,-2.6209146e+04,-5.9629094e+04,1.6100000e+04,9.2540722e+00,4.6804254e+02,7.8379965e+00,4.6819965e+02
190,-2.3182842e+04,-5.9629094e+04,1.6100000e+04,1.3587265e+01,5.9294080e+02,1.0190210e+01,5.9318402e+02
191,-2.0156539e+04,-5.9629094e+04,1.6100000e+04,1.2729283e+01,6.6294806e+02,1.1964054e+01,6.6317816e+02
192,-1.7130234e+04,-5.9629094e+04,1.6100000e+04,2.7357061e+00,6.4516577e+02,2.3606138e+00,6.4517584e+02
193,-1.4103930e+04,-5.9629094e+04,1.6100000e+04,-9.2952356e+00,6.5806329e+02,-1.0434729e-01,6.5812897e+02
194,-1.1077625e+04,-5.9629094e+04,1.6100000e+04,-2.3389883e+01,6.3509619e+02,-1.1180705e+00,6.3552777e+02
195,-8.0513203e+03,-5.9629094e+04,1.6100000e+04,-4.3121769e+01,6.6845276e+02,-4.4110317e+00,6.6985675e+02
196,-5.0250176e+03,-5.9629094e+04,1.6100000e+04,-6.3796608e+01,6.6932886e+02,-3.8698754e+00,6.7237347e+02
197,-1.9987129e+03,-5.9629094e+04,1.6100000e+04,-8.3195129e+01,6.5308264e+02,-3.1204681e+00,6.5836780e+02
198,1.0275918e+03,-5.9629094e+04,1.6100000e+04,-9.9561432e+01,6.4004712e+02,-2.4279430e+00,6.4774896e+02
199,4.0538965e+03,-5.9629094e+04,1.6100000e+04,-1.1686812e+02,6.4471594e+02,-3.2326422e+00,6.5523071e+02
200,7.0802012e+03,-5.9629094e+04,1.6100000e+04,-1.2406690e+02,6.3888300e+02,-3.7297580e+00,6.5082867e+02
201,1.0106506e+04,-5.9629094e+04,1.6100000e+04,-1.3813779e+02,6.5932379e+02,-6.5064526e+00,6.7367078e+02
202,1.3132807e+04,-5.9629094e+04,1.6100000e+04,-1.4123225e+02,6.4234857e+02,-9.1273785e+00,6.5775494e+02
203,1.6159111e+04,-5.9629094e+04,1.6100000e+04,-1.5932388e+02,6.7485205e+02,-6.6611376e+00,6.9343622e+02
204,1.9185416e+04,-5.9629094e+04,1.6100000e+04,-1.9176178e+02,7.4796991e+02,-1.2810276e+01,7.7226660e+02
205,2.2211721e+04,-5.9629094e+04,1.6100000e+04,-2.3277177e+02,7.2491052e+02,-1.2555544e+01,7.6146936e+02
